epoch,loss,mape,val_loss,val_mape
0,2.286785125732422,100.41847229003906,2.2044079303741455,99.8890151977539
1,1.6051394939422607,83.09754943847656,2.1994802951812744,99.7743148803711
2,1.047782301902771,65.71510314941406,2.1934027671813965,99.6323471069336
3,0.6176366209983826,48.49737548828125,2.1857526302337646,99.45292663574219
4,0.3108946979045868,32.080928802490234,2.176318645477295,99.23133087158203
5,0.1370156854391098,19.845558166503906,2.1655147075653076,98.97737884521484
6,0.06138975918292999,13.928717613220215,2.1543796062469482,98.71601867675781
7,0.08118113875389099,17.668569564819336,2.1450343132019043,98.49817657470703
8,0.12585756182670593,23.23424530029297,2.1388583183288574,98.35598754882812
9,0.19156454503536224,29.497987747192383,2.136770486831665,98.31094360351562
10,0.13418811559677124,24.67686653137207,2.1372432708740234,98.32679748535156
11,0.17256246507167816,27.74440574645996,2.1410183906555176,98.41878509521484
12,0.11240445822477341,21.834983825683594,2.146256923675537,98.54310607910156
13,0.08382616937160492,18.309017181396484,2.1528477668762207,98.69482421875
14,0.016959156841039658,6.747347831726074,2.1581597328186035,98.8169174194336
15,0.04143693298101425,12.110843658447266,2.160512924194336,98.87054443359375
16,0.04386592656373978,12.29253101348877,2.160122871398926,98.8606948852539
17,0.028684427961707115,10.043793678283691,2.159615993499756,98.8465576171875
18,0.03959354758262634,11.642934799194336,2.157006025314331,98.78451538085938
19,0.02510961703956127,9.43626880645752,2.1534295082092285,98.69898223876953
20,0.022544410079717636,8.985671997070312,2.1491127014160156,98.59550476074219
21,0.019417496398091316,8.26137924194336,2.1448042392730713,98.49083709716797
22,0.019896384328603745,7.61726188659668,2.141493558883667,98.40760040283203
23,0.015415417961776257,6.564784049987793,2.1385512351989746,98.33231353759766
24,0.010889580473303795,5.589811325073242,2.1359646320343018,98.26473236083984
25,0.01000974141061306,4.727647304534912,2.134429931640625,98.22016143798828
26,0.008768433704972267,5.812807559967041,2.1312520503997803,98.13861846923828
27,0.004864274524152279,3.4547011852264404,2.128565788269043,98.0683822631836
28,0.00379662262275815,3.040417194366455,2.1267614364624023,98.01799774169922
29,0.003104245522990823,2.972153902053833,2.1249618530273438,97.96809387207031
30,0.003472269279882312,3.6607418060302734,2.12213397026062,97.89514923095703
31,0.00288769300095737,3.2080705165863037,2.1194634437561035,97.82574462890625
