epoch,accuracy,iou_score,loss,val_accuracy,val_iou_score,val_loss
70,0.98965293,0.5870439,0.2603576268468584,0.99192226,0.66284835,0.20297620296478272
71,0.9895949,0.5858409,0.26131707713717506,0.9919731,0.66631997,0.20046459436416625
72,0.9896792,0.5876536,0.2598066982768831,0.99203813,0.6662787,0.20048197507858276
73,0.9895504,0.5848029,0.262131602991195,0.99195164,0.66409636,0.20202797651290894
74,0.9896176,0.58610255,0.2610859360013689,0.99173164,0.6604489,0.20466846227645874
75,0.98934245,0.5794076,0.26638763007663546,0.9921084,0.6667606,0.2001339316368103
76,0.98962724,0.58685195,0.26043273437590825,0.99214077,0.6645809,0.20168843269348144
77,0.98967344,0.5880025,0.2596080956004915,0.9918452,0.66774285,0.1994255542755127
78,0.98976046,0.5889617,0.2588123565628415,0.99185216,0.6680583,0.1992220997810364
79,0.98974204,0.5905601,0.25757970412572223,0.9921135,0.669277,0.1983415126800537
80,0.9897234,0.58867663,0.2590013685680571,0.99195695,0.66766256,0.19950289726257325
81,0.9896001,0.58583003,0.2612954917408171,0.9918122,0.6585575,0.20610352754592895
82,0.98965955,0.5872879,0.26008267345882596,0.992156,0.6705391,0.1974216103553772
83,0.9895703,0.58457005,0.2623198600042434,0.9921805,0.6707845,0.1972474694252014
84,0.989785,0.5913081,0.25699550764901297,0.9921575,0.6664771,0.20034391880035402
85,0.9896736,0.5872056,0.2601477787608192,0.9921135,0.67207015,0.19633810520172118
86,0.98972994,0.5901425,0.2578820160457066,0.9921031,0.67052656,0.1974497675895691
87,0.9898845,0.59361845,0.25512486412411645,0.9918791,0.6668042,0.2001219391822815
88,0.98952496,0.5839404,0.2628482892399743,0.9921163,0.6621345,0.2034679889678955
89,0.98975515,0.5901431,0.25780244384493145,0.99182993,0.6642618,0.20193661451339723
90,0.989624,0.5874969,0.2599584460258484,0.9920227,0.6707594,0.19728530645370485
91,0.989899,0.59541464,0.25372694787524996,0.9918646,0.66596425,0.20069202184677123
92,0.9897563,0.59052485,0.2575533986091614,0.99201965,0.67030656,0.19755488634109497
93,0.98964775,0.5872892,0.2601372486069089,0.99163574,0.657967,0.20649433135986328
94,0.9897968,0.5912076,0.2570414940516154,0.9915668,0.6628345,0.2029254674911499
95,0.9894411,0.58137876,0.2648282902581351,0.98990583,0.53203785,0.3078985929489136
96,0.98971057,0.5880726,0.259528881027585,0.9916414,0.64660555,0.21471384763717652
97,0.9896003,0.5869301,0.26042429606119794,0.9919439,0.66398466,0.20214614868164063
98,0.989667,0.58861184,0.2590865691502889,0.9920971,0.671784,0.19652824401855468
99,0.9895234,0.5843257,0.26248100825718473,0.9918486,0.6681692,0.19910494089126587
100,0.9896507,0.5878812,0.25961187339964364,0.9918654,0.6708988,0.1971326947212219
101,0.98963034,0.5866877,0.2605850583031064,0.9919908,0.67068344,0.19727714061737062
102,0.98943406,0.58349633,0.2631680993806748,0.9919562,0.6721182,0.19626301527023315
103,0.9897745,0.59087,0.2573311896551223,0.991981,0.67076045,0.19723867177963256
104,0.98970944,0.58916473,0.25859354791187106,0.99223197,0.67315567,0.19554247856140136
105,0.9896522,0.58803755,0.25950071073713754,0.99199516,0.67185056,0.19647115468978882
106,0.98986083,0.59411037,0.25470131635665894,0.9919667,0.6722992,0.19613316059112548
107,0.9897523,0.59177417,0.256610563823155,0.9921421,0.67256165,0.19597100019454955
108,0.98986286,0.5933665,0.2552934005146935,0.99180794,0.66491497,0.20144333839416503
109,0.98982745,0.5927813,0.2557795870871771,0.99192286,0.6695134,0.1981355667114258
110,0.989943,0.5959648,0.2532552054950169,0.9920688,0.67364466,0.1951899766921997
111,0.9898194,0.5947891,0.2542679338228135,0.9922832,0.67417467,0.19481980800628662
112,0.9897957,0.5902241,0.2578106806391761,0.9921941,0.67456377,0.19451870918273925
113,0.98971266,0.5904935,0.2575866267794654,0.99193656,0.65790844,0.20651676654815673
114,0.989862,0.5955886,0.25357919931411743,0.9919383,0.66890156,0.19860916137695311
115,0.98978716,0.5906837,0.25746114197231473,0.9920458,0.6720224,0.1963815689086914
116,0.989786,0.5920224,0.25638963211150395,0.9921398,0.67481774,0.19434953927993776
117,0.98978543,0.59109443,0.25709720736458186,0.99207205,0.67103434,0.19709645509719848
118,0.9897477,0.5912814,0.2570421128045945,0.9920253,0.67275876,0.195790696144104
119,0.9895667,0.5854766,0.26153678553445,0.9919763,0.6687821,0.19865448474884034
120,0.98971736,0.591619,0.2566507543836321,0.9923857,0.67489994,0.19429208040237428
121,0.9898078,0.5919584,0.2564272852171035,0.99205846,0.66833675,0.19897347688674927
122,0.98984766,0.5932881,0.25534888960066293,0.9919552,0.6731234,0.19557833671569824
123,0.9900028,0.59856004,0.2512855047271365,0.9921201,0.667004,0.2000205397605896
124,0.98992103,0.5960583,0.25314994369234356,0.9920549,0.67415774,0.19481664896011353
125,0.9898955,0.59413975,0.25480400096802486,0.9919558,0.6688889,0.19860899448394775
126,0.98991966,0.5968786,0.25256075745537165,0.9923124,0.6748757,0.1943122625350952
127,0.9899137,0.59475124,0.2542640396526882,0.9921971,0.67404974,0.19488638639450073
128,0.9897361,0.59161186,0.25672363951092675,0.9921849,0.6762253,0.19336735010147094
129,0.989987,0.59901154,0.25083906593776883,0.9922985,0.67559606,0.19382071495056152
130,0.9897374,0.5919504,0.2564474571318853,0.9921227,0.67269623,0.19588712453842164
131,0.9899839,0.5974617,0.2520594142732166,0.9921174,0.6742812,0.19471160173416138
132,0.98989666,0.5939629,0.25492847249621436,0.9922078,0.6759635,0.1935518503189087
133,0.9899728,0.597804,0.25183687323615667,0.99213195,0.67423844,0.19477516412734985
134,0.98986614,0.59509075,0.25399147328876315,0.9921176,0.6748358,0.1943693518638611
135,0.9897645,0.59226984,0.2562086837632315,0.9921018,0.6760945,0.19344304800033568
136,0.9900316,0.5988998,0.25108016104925246,0.99218243,0.6757409,0.193697726726532
137,0.98999864,0.59820104,0.2515118093717666,0.99207824,0.6693101,0.19825245141983033
138,0.9898196,0.5938612,0.25499853917530607,0.9922248,0.6769864,0.19279770851135253
139,0.989604,0.5863819,0.2608013976187933,0.99169546,0.6599411,0.20538556575775146
140,0.9898985,0.59471506,0.2543667015575227,0.99210703,0.6705209,0.19751819372177123
141,0.98988456,0.59518164,0.2538795386041914,0.9920554,0.66873074,0.19872374534606935
142,0.98983794,0.5955064,0.25362175703048706,0.99213064,0.6721004,0.19633196592330932
143,0.98998135,0.5975667,0.25208644356046406,0.99236006,0.67717934,0.19268450736999512
144,0.9897939,0.5928932,0.2557279524349031,0.9921023,0.6734257,0.1953241467475891
145,0.9899356,0.59630287,0.25301802442187354,0.9922265,0.6750167,0.19421114921569824
146,0.9902283,0.6054244,0.2459248730114528,0.99196297,0.6722945,0.19611809253692628
147,0.98987794,0.5952528,0.2537933786710103,0.99196786,0.66905725,0.19842711687088013
148,0.98983794,0.5942566,0.25467297292891,0.9918309,0.6617859,0.2036504030227661
149,0.99012923,0.60218436,0.2483909669376555,0.9921515,0.67606515,0.1934647560119629
150,0.9899725,0.59885114,0.2510171419098264,0.99214625,0.677558,0.19239026308059692
151,0.98991936,0.59553045,0.25365210147131056,0.99223685,0.6762264,0.1933409571647644
152,0.9900125,0.5988776,0.25101940972464426,0.9921521,0.6778616,0.1921785831451416
153,0.9901173,0.6005124,0.24972288949148996,0.99220145,0.6771961,0.19267451763153076
154,0.9899893,0.5981823,0.251518258026668,0.9922604,0.67693686,0.19283429384231568
155,0.9901233,0.60287297,0.24795119819186984,0.99223274,0.6776082,0.19237399101257324
156,0.989967,0.5974991,0.2521382627033052,0.99222386,0.678112,0.19199334383010863
157,0.98986137,0.5942158,0.2546662234124683,0.99217695,0.67502195,0.19420528411865234
158,0.99003494,0.5997853,0.250261352175758,0.9924761,0.67559624,0.19378894567489624
159,0.9898882,0.5950725,0.2539671971684411,0.9921698,0.67316955,0.19554495811462402
160,0.9899544,0.5973238,0.2521864033880688,0.9923414,0.67968476,0.19087756872177125
161,0.98995084,0.5980543,0.25157794498261954,0.9924347,0.6798104,0.1907742738723755
162,0.98993325,0.5970552,0.25238154899506343,0.9922951,0.67536956,0.19394651651382447
163,0.9898641,0.5943343,0.2546504537264506,0.99220765,0.67379653,0.1950929880142212
164,0.98994166,0.5972028,0.2522759210495722,0.99222463,0.67896473,0.19138550758361816
165,0.9900447,0.60042316,0.2498034465880621,0.99220425,0.6771121,0.19271500110626222
166,0.9900976,0.6022454,0.24844054948715938,0.9920487,0.6749304,0.19426029920578003
167,0.9898588,0.5937308,0.25506330671764554,0.9920818,0.6766489,0.19303330183029174
168,0.9899736,0.5977647,0.25193811598278226,0.9921903,0.67781943,0.19220576286315919
169,0.98975027,0.59198016,0.2564389279910496,0.99215174,0.6762625,0.19332071542739868
170,0.99001604,0.59877944,0.25106590134756906,0.9922088,0.6764883,0.19316353797912597
171,0.98978406,0.59246874,0.25612016802742366,0.9920204,0.67101014,0.19706646203994752
172,0.9899828,0.59837824,0.2515020796230861,0.9923043,0.67920583,0.19122092723846434
173,0.9900989,0.60152406,0.24887910343351818,0.9922495,0.6763538,0.19320743083953856
174,0.9899308,0.5965193,0.25283342316037133,0.9921937,0.675059,0.19417016506195067
175,0.98987186,0.592426,0.2561513895080203,0.99191904,0.66424876,0.201904821395874
176,0.9900624,0.59962803,0.25046344030471074,0.99203885,0.6463839,0.21511461734771728
177,0.9898115,0.5933562,0.255352741196042,0.99207747,0.6740002,0.1949075698852539
178,0.9900736,0.6002464,0.2498869981084551,0.99232143,0.6770047,0.19277434349060057
179,0.9898491,0.5957632,0.2534259245509193,0.9921528,0.67521465,0.19404433965682982
180,0.99001735,0.5990745,0.25084565650849117,0.9919164,0.6687479,0.1986935019493103
181,0.98993444,0.5974575,0.252064619745527,0.9921796,0.67513275,0.19412293434143066
182,0.98989546,0.596872,0.25259644928432645,0.9923092,0.6759807,0.19353069067001344
183,0.9899734,0.5977305,0.2518764223371233,0.9922894,0.6787498,0.1915322422981262
184,0.9899912,0.5981595,0.25159138157254174,0.992076,0.6767903,0.19293637275695802
185,0.9900663,0.60160214,0.2488600696836199,0.99220085,0.6776807,0.19232306480407715
186,0.99005425,0.6007533,0.24956651528676352,0.9921378,0.67543745,0.19391341209411622
187,0.9899264,0.59592557,0.25333126953669954,0.9921046,0.674452,0.1946110248565674
188,0.99003553,0.600941,0.2493728342510405,0.992169,0.67685497,0.19287198781967163
189,0.98988456,0.59568894,0.2534674264135815,0.99211687,0.676589,0.19305901527404784
190,0.9900266,0.59928334,0.2506654574757531,0.9924094,0.67785025,0.19219787120819093
191,0.98991036,0.5969982,0.25254961422511507,0.9920541,0.6762832,0.19329066276550294
192,0.98993194,0.5968215,0.252657603649866,0.99223536,0.67531216,0.1940152406692505
193,0.9900342,0.6000331,0.2501382799375625,0.9920865,0.6759399,0.19353255033493041
194,0.9899633,0.59890777,0.25102890956969487,0.992312,0.6793687,0.191096031665802
195,0.98999023,0.5981987,0.25152219193322317,0.9924539,0.6792761,0.1911715865135193
196,0.9901709,0.60309094,0.24777974968864805,0.99234873,0.6761907,0.19338277578353882
197,0.9901257,0.60284436,0.24787018980298722,0.99197257,0.6740726,0.19487711191177368
198,0.9900303,0.60046875,0.24973110074088686,0.9923218,0.67990446,0.19071062803268432
199,0.9900238,0.5989628,0.2508909134637742,0.9919744,0.6703192,0.19752274751663207
200,0.9900485,0.600782,0.24945481050582158,0.992105,0.67252165,0.19598093032836914
201,0.9898898,0.59524083,0.25378398100535077,0.99220824,0.6789003,0.19141410589218139
202,0.99016947,0.60478616,0.24635435569854008,0.99215865,0.6785633,0.19165526628494262
203,0.99019045,0.60445046,0.2467178333373297,0.9922596,0.68021345,0.19048672914505005
204,0.99018335,0.6044102,0.24664560386112758,0.99211234,0.67310697,0.19551825523376465
205,0.9900303,0.5999341,0.25016041312898907,0.99226815,0.67532694,0.1939984679222107
206,0.9900715,0.60051143,0.24972303140731084,0.99206674,0.6773342,0.19254201650619507
207,0.990018,0.60028404,0.24992481015977405,0.9924154,0.677224,0.19264750480651854
208,0.9901761,0.6017937,0.24869764134997413,0.9925164,0.6820906,0.18916102647781372
209,0.99024355,0.6056673,0.24568487916673934,0.99223703,0.6799479,0.1906657338142395
210,0.9901688,0.60215884,0.24839129334404356,0.9922425,0.67871845,0.1915805697441101
211,0.98993814,0.5971994,0.2522964222090585,0.9923557,0.6810234,0.1899069905281067
212,0.9902269,0.6050231,0.24613386960256667,0.99197334,0.6740422,0.19489330053329468
213,0.990129,0.6030814,0.24770609821592057,0.9923484,0.6816427,0.1894757032394409
214,0.99001855,0.600471,0.24975835425513132,0.9923521,0.680081,0.1905880331993103
215,0.9900089,0.5974462,0.25213392007918584,0.9923896,0.6822475,0.18904097080230714
216,0.9899665,0.5988162,0.25100990136464435,0.9923399,0.6786355,0.1916281223297119
217,0.99012053,0.60216284,0.24844996418271745,0.99234086,0.67985976,0.19076268672943114
218,0.99030674,0.6073324,0.2444081732204982,0.9923516,0.6811105,0.18987903594970704
219,0.99004465,0.6005668,0.24970931382406325,0.99236083,0.68141145,0.18964507579803466
220,0.9901314,0.602657,0.24803529183069864,0.9924324,0.6818175,0.1893598198890686
221,0.9901861,0.6046219,0.24654495999926612,0.99211496,0.67754036,0.1924140453338623
222,0.9900531,0.60050356,0.24972530489876157,0.9921632,0.67755777,0.1923838496208191
223,0.99006176,0.6015252,0.24895290533701578,0.9921745,0.6785701,0.19168617725372314
224,0.99025685,0.606959,0.24466065849576676,0.99243957,0.6807469,0.19014968872070312
225,0.9900734,0.600046,0.25009210052944364,0.99203753,0.661868,0.20361926555633544
226,0.9901792,0.6043579,0.24671363546734765,0.9923881,0.68282664,0.188654625415802
227,0.9899875,0.59879756,0.2510661908558437,0.9921466,0.67549336,0.1938645362854004
228,0.99025714,0.60654086,0.2449990539323716,0.9922815,0.6795205,0.19099048376083375
229,0.9900445,0.6001978,0.2499729565211705,0.99223363,0.6787673,0.1915256142616272
230,0.99014735,0.6037307,0.24715370791299002,0.9922904,0.67900217,0.19139906167984008
231,0.99007374,0.60153574,0.24891646135421025,0.9922088,0.6780039,0.19206243753433228
232,0.99018306,0.60434276,0.24673691250029064,0.99230635,0.6801555,0.19053727388381958
233,0.99003893,0.6007986,0.24944537310373216,0.9921365,0.67724925,0.19262251853942872
234,0.9901979,0.60440356,0.2467324762117295,0.99224836,0.67987,0.1907273054122925
235,0.99007237,0.59868693,0.2510943895294553,0.9924912,0.67971575,0.19087208509445192
236,0.990136,0.60239816,0.24828205789838517,0.9921609,0.67732775,0.19255340099334717
237,0.99006486,0.60283273,0.24788878645215714,0.9922841,0.67806095,0.1920360803604126
238,0.9899602,0.5979463,0.2517809953008379,0.9923674,0.6804632,0.19033840894699097
239,0.9901257,0.6033896,0.24749421221869333,0.99230677,0.6815149,0.18958953619003296
240,0.9900133,0.598049,0.25159614426749094,0.9921943,0.67775095,0.19222723245620726
241,0.99027354,0.6071939,0.2445105200722104,0.9923828,0.6804016,0.1903796911239624
242,0.99019545,0.60438764,0.2466881729307629,0.9923546,0.682489,0.1888749122619629
243,0.9901517,0.60411996,0.24694229591460454,0.9921956,0.6780363,0.19208130836486817
244,0.99005634,0.5989459,0.2509208804085141,0.992157,0.67920583,0.19120858907699584
245,0.9900832,0.601472,0.24893730878829956,0.992186,0.67659277,0.19307814836502074
246,0.9902427,0.6065881,0.24502199036734446,0.99210596,0.67821383,0.19193575382232667
247,0.99006546,0.60143006,0.24897065049126035,0.9922419,0.6787672,0.19152500629425048
248,0.9900879,0.60221493,0.24839790945961363,0.9920779,0.6788588,0.19144041538238527
249,0.9900782,0.60309154,0.24789580844697498,0.9924544,0.6799262,0.19069651365280152
250,0.9902859,0.6065389,0.24503485077903384,0.9924537,0.68005276,0.19059807062149048
251,0.9901724,0.6042621,0.2467630079814366,0.9923742,0.68207633,0.18917782306671144
252,0.99014264,0.60320234,0.24767713319687618,0.99222577,0.67749345,0.19245532751083375
253,0.9901681,0.60346806,0.2473484476407369,0.9923802,0.6820134,0.18924051523208618
254,0.99019915,0.6040901,0.2469519433521089,0.9922928,0.68010455,0.19060028791427613
255,0.99024004,0.6058523,0.2455758083434332,0.99210066,0.6796112,0.1909195899963379
256,0.9900232,0.6001722,0.24995137396312894,0.9921357,0.67460203,0.19449193477630616
257,0.99014056,0.60381085,0.24725323631649926,0.99216884,0.677825,0.19219188690185546
258,0.9900632,0.6013599,0.24907206637518747,0.99228096,0.6795287,0.19098811149597167
259,0.9901824,0.6041505,0.246922010467166,0.9922161,0.67897683,0.1913738489151001
260,0.99019724,0.6061021,0.24537519613901773,0.992351,0.681419,0.18964030742645263
261,0.99018174,0.6040362,0.24698853776568458,0.9919328,0.6706157,0.19733206033706666
262,0.990097,0.6023252,0.24826309794471377,0.99242336,0.68414384,0.18770225048065187
263,0.9901561,0.6036694,0.24724116779509045,0.9923115,0.6799776,0.19067975282669067
264,0.9902192,0.606445,0.24508845522290185,0.9920238,0.67823315,0.19188536405563356
265,0.99001545,0.5998327,0.2502868885085696,0.99191904,0.6692632,0.19834976196289061
266,0.9902071,0.6051251,0.24611462581725346,0.9922282,0.6784447,0.19174938201904296
267,0.9902413,0.6059446,0.24546500614711217,0.99243635,0.68053687,0.19026368856430054
268,0.990264,0.60600066,0.24544914279665267,0.992024,0.6740101,0.1948949694633484
269,0.9902859,0.6072921,0.24447278749375118,0.9922755,0.6809312,0.18999073505401612
270,0.9899359,0.5976928,0.2519231012889317,0.9923175,0.67751014,0.19241164922714232
271,0.99011636,0.6024546,0.24821407738186063,0.9923851,0.67961967,0.19092171192169188
272,0.9901032,0.601825,0.24866558256603422,0.9923286,0.68214244,0.18915759325027465
273,0.98991126,0.5972791,0.25227101360048565,0.99235666,0.68222946,0.1890712022781372
274,0.9900299,0.59940064,0.2505642289207095,0.99215776,0.6789883,0.19138457775115966
275,0.9901704,0.6047283,0.2464274111248198,0.9924448,0.683521,0.1881632089614868
276,0.9900855,0.6013744,0.24901331890197026,0.99236196,0.6809847,0.18995327949523927
277,0.99036986,0.61070246,0.24180257320404053,0.99253017,0.6811225,0.18984090089797973
278,0.9902127,0.6055291,0.2457703948020935,0.99240696,0.67906916,0.19133148193359376
279,0.9903059,0.60812736,0.24381512971151442,0.99241334,0.679791,0.190798020362854
280,0.9903399,0.6087066,0.24332722879591442,0.9923263,0.67952716,0.19100282192230225
281,0.98997134,0.6005197,0.24971222877502441,0.9923263,0.68111074,0.18987863063812255
282,0.990167,0.6044467,0.24665015368234544,0.992248,0.6803917,0.19039695262908934
283,0.9901078,0.6025427,0.24812325693312146,0.99255353,0.68215674,0.18912062644958497
284,0.99034756,0.61030257,0.2420912952650161,0.99244124,0.6824644,0.18890417814254762
285,0.9901169,0.602257,0.24835123050780522,0.99214566,0.67723536,0.19257819652557373
286,0.99000555,0.6021401,0.24846739996047246,0.9921263,0.67739975,0.19250422716140747
287,0.9902907,0.60708153,0.24456427778516496,0.99252737,0.68275034,0.18868643045425415
288,0.9902961,0.6072876,0.24442283028648012,0.9923542,0.6808715,0.1900181770324707
289,0.9902956,0.6078833,0.2439985332034883,0.9921575,0.6763601,0.19323861598968506
290,0.990172,0.6047558,0.24646629889806113,0.9922862,0.68273044,0.18872543573379516
291,0.9902602,0.60622233,0.2452400355111985,0.9923889,0.6834856,0.18820537328720094
292,0.99029493,0.6072341,0.24447372697648548,0.9924209,0.6840726,0.18777866363525392
293,0.9902801,0.60710675,0.2445852103687468,0.9924075,0.68384975,0.18793225288391113
294,0.989977,0.59748304,0.252136644862947,0.9896787,0.59913236,0.2510160326957703
295,0.9900493,0.6007468,0.24951039325623287,0.9898333,0.5538671,0.28713345527648926
296,0.9900862,0.60294646,0.2477608947526841,0.9924013,0.6727942,0.1958319664001465
297,0.99022025,0.6052588,0.24606276977629887,0.99242467,0.6736318,0.1951933741569519
298,0.99025697,0.60518277,0.24606204884392874,0.99244744,0.6817739,0.18937575817108154
299,0.9902772,0.6091996,0.24297081572668894,0.9924407,0.682908,0.18857076168060302
