,Accuracy,Image,Set,Experiment
0,0.43728813559322033,160,val,1
1,0.43243243243243246,161,val,1
2,0.44333333333333336,162,val,1
3,0.46,163,val,1
4,0.5016611295681063,164,val,1
5,0.5115511551155115,165,val,1
6,0.46688741721854304,166,val,1
7,0.4735099337748344,167,val,1
8,0.45695364238410596,168,val,1
9,0.5066225165562914,169,val,1
10,0.48013245033112584,170,val,1
11,0.46864686468646866,171,val,1
12,0.45874587458745875,172,val,1
13,0.45544554455445546,173,val,1
14,0.42244224422442245,174,val,1
15,0.44224422442244227,175,val,1
16,0.45874587458745875,176,val,1
17,0.40924092409240925,177,val,1
18,0.46864686468646866,178,val,1
19,0.41254125412541254,179,val,1
20,0.013201320132013201,180,val,1
21,0.019801980198019802,181,val,1
22,0.019933554817275746,182,val,1
23,0.019867549668874173,183,val,1
24,0.023178807947019868,184,val,1
25,0.016556291390728478,185,val,1
26,0.01644736842105263,186,val,1
27,0.019672131147540985,187,val,1
28,0.013029315960912053,188,val,1
29,0.013029315960912053,189,val,1
30,0.012944983818770227,190,val,1
31,0.016129032258064516,191,val,1
32,0.016129032258064516,192,val,1
33,0.00964630225080386,193,val,1
34,0.006430868167202572,194,val,1
35,0.01929260450160772,195,val,1
36,0.012944983818770227,196,val,1
37,0.016129032258064516,197,val,1
38,0.012903225806451613,198,val,1
39,0.012903225806451613,199,val,1
40,0.12585034013605442,200,test,1
41,0.1292517006802721,201,test,1
42,0.1360544217687075,202,test,1
43,0.13945578231292516,203,test,1
44,0.14285714285714285,204,test,1
45,0.14675767918088736,205,test,1
46,0.13310580204778158,206,test,1
47,0.13651877133105803,207,test,1
48,0.14675767918088736,208,test,1
49,0.13651877133105803,209,test,1
50,0.1296928327645051,210,test,1
51,0.13310580204778158,211,test,1
52,0.13310580204778158,212,test,1
53,0.14675767918088736,213,test,1
54,0.13310580204778158,214,test,1
55,0.12286689419795221,215,test,1
56,0.13993174061433447,216,test,1
57,0.13651877133105803,217,test,1
58,0.12627986348122866,218,test,1
59,0.14675767918088736,219,test,1
60,0.05128205128205128,220,test,1
61,0.09615384615384616,221,test,1
62,0.05448717948717949,222,test,1
63,0.05732484076433121,223,test,1
64,0.0732484076433121,224,test,1
65,0.08598726114649681,225,test,1
66,0.07006369426751592,226,test,1
67,0.06687898089171974,227,test,1
68,0.07961783439490445,228,test,1
69,0.08598726114649681,229,test,1
70,0.05732484076433121,230,test,1
71,0.054140127388535034,231,test,1
72,0.05732484076433121,232,test,1
73,0.06687898089171974,233,test,1
74,0.09235668789808917,234,test,1
75,0.07643312101910828,235,test,1
76,0.10509554140127389,236,test,1
77,0.05732484076433121,237,test,1
78,0.1178343949044586,238,test,1
79,0.12420382165605096,239,test,1
