epoch,accuracy,iou_score,loss,val_accuracy,val_iou_score,val_loss
0,0.92979664,0.12582347,0.7804178992907206,0.9817232,0.016110845,0.9683302210436927
1,0.987917,0.3403864,0.4960393770819619,0.98479,0.1333691,0.7665928800900778
2,0.9900355,0.5118074,0.3237264667238508,0.9829514,0.107393704,0.8092754317654504
3,0.9907241,0.57815653,0.2676744723603839,0.98600084,0.28801712,0.5702951782279544
4,0.9908955,0.6009555,0.24986184069088527,0.9909647,0.56139934,0.2823062274191115
5,0.9911577,0.6174302,0.23695218563079834,0.992009,0.61765057,0.23654079768392774
6,0.9913449,0.62839764,0.22872792397226607,0.99325013,0.6781351,0.19205747379197013
7,0.99127287,0.62988603,0.22746578071798598,0.99076676,0.5873312,0.26022516356574166
8,0.99131817,0.6329705,0.22536506610257284,0.99324036,0.7032523,0.17446260319815743
9,0.9914776,0.6394275,0.2204079663469678,0.9916538,0.6077761,0.24453006188074747
10,0.99162686,0.6446577,0.21658799619901747,0.9935265,0.69527155,0.18006943662961325
11,0.99155945,0.64420474,0.21697022091774715,0.9937153,0.7135159,0.1674740215142568
12,0.9916291,0.6467656,0.21505837071509587,0.9932428,0.6991748,0.17757371068000793
13,0.9916913,0.648857,0.21347268635318392,0.9937019,0.7168156,0.1653153830104404
14,0.9916787,0.64937013,0.21317147782870702,0.9937826,0.72395366,0.16044337881935966
15,0.99175096,0.6517062,0.2114041561172122,0.9939828,0.7322533,0.15490345160166422
16,0.99170256,0.65012884,0.2125108242034912,0.9935489,0.7160857,0.16580941942003039
17,0.99195105,0.6587967,0.20627799701123012,0.9942505,0.7326953,0.1546858118640052
18,0.9918768,0.6566532,0.20797677763870784,0.9945844,0.75423276,0.14037050803502402
19,0.99169195,0.6506907,0.21217475547676995,0.99419546,0.74538445,0.1462037530210283
20,0.9917888,0.6545552,0.2094552247297196,0.9942774,0.74172366,0.14857710401217142
21,0.99181485,0.6557929,0.20854729059196653,0.99447,0.7428616,0.14782600270377266
22,0.9919299,0.6591953,0.20601795046102434,0.99394566,0.73152566,0.15555089049869114
23,0.99182194,0.6561971,0.2082801872775668,0.9942286,0.7346283,0.1533705492814382
24,0.9917883,0.6542085,0.2095795628570375,0.99386615,0.7348042,0.15326867832077873
25,0.99189126,0.658743,0.20634656009219943,0.9945287,0.7576997,0.13810806473096213
26,0.9918659,0.6572997,0.20760041901043483,0.99466413,0.7587058,0.13750387893782723
27,0.99203354,0.66286725,0.2033531048468181,0.99414116,0.75010234,0.14305337932374743
28,0.9917637,0.65454876,0.20940148475624265,0.9948344,0.7649722,0.1335020595126682
29,0.9920375,0.6635128,0.2029238563208353,0.9950047,0.77350706,0.12806417544682822
30,0.99210757,0.6658009,0.20125368450369155,0.9947122,0.76635665,0.13256040546629164
31,0.9922134,0.6699033,0.19842330472809927,0.9948597,0.7510943,0.14255845546722412
32,0.99208224,0.6645938,0.20233823359012604,0.99493474,0.7750679,0.12705514497227138
33,0.9920162,0.662616,0.20358035606997354,0.9951816,0.7801974,0.1237746278444926
34,0.9921401,0.6676911,0.20015432721092588,0.9951039,0.7808503,0.12337302168210347
35,0.99196225,0.66089886,0.2048127402861913,0.995135,0.7768572,0.12580961320135328
36,0.99199665,0.6618495,0.2041626742907933,0.99505824,0.77721065,0.12570644749535453
37,0.99218506,0.66886944,0.1991422793694905,0.99497855,0.77746207,0.12552527255482143
38,0.9921248,0.6667496,0.2007976919412613,0.9954131,0.78836566,0.11857089731428358
