epoch,accuracy,iou_score,loss,val_accuracy,val_iou_score,val_loss
0,0.9572357,0.21072705,0.6625998538164866,0.9809192,0.019209469,0.9623288214206696
1,0.9895623,0.49021524,0.34358264860652743,0.9832468,0.11637844,0.7955041593975491
2,0.99032253,0.5746364,0.27053617579596384,0.9866489,0.38845623,0.46429064207606846
3,0.99066967,0.6011953,0.24938235183556876,0.9912631,0.58807504,0.25983238882488674
4,0.9908638,0.61341095,0.24004033633640834,0.9888962,0.42114407,0.40991120205985176
5,0.9909507,0.61925745,0.23562945425510406,0.9919289,0.64022136,0.2197414437929789
6,0.99126744,0.6318076,0.22606764379001798,0.99285966,0.6744621,0.1947964760992262
7,0.9914251,0.6381101,0.22134166388284593,0.99192846,0.63521343,0.22373236881362069
8,0.9912797,0.63447434,0.2241926540931066,0.9932654,0.699788,0.1769053207503425
9,0.99122536,0.63339543,0.22494555158274515,0.9931761,0.6966566,0.17906324399842155
10,0.9914445,0.6413687,0.21910578793003446,0.9934476,0.7030235,0.17462721467018127
11,0.9914425,0.6418721,0.2186374536582402,0.993585,0.7149687,0.16648031936751473
12,0.9915164,0.6443182,0.21694027951785497,0.99348366,0.7091291,0.17055733998616537
13,0.9915321,0.64551955,0.21594172574224926,0.9936595,0.7215853,0.16206992003652784
14,0.9915576,0.64580053,0.21566004057725272,0.9934152,0.71527505,0.16632942689789665
15,0.9916485,0.6491623,0.21332541746752604,0.9939483,0.7284847,0.15739555822478402
16,0.991727,0.65170354,0.21136602049782163,0.9942945,0.7337848,0.15381635228792825
17,0.9917632,0.65358776,0.21005538815543764,0.9933615,0.72255397,0.16128253274493748
18,0.9919206,0.6592595,0.20625602844215574,0.9943098,0.74553686,0.14604396952523124
19,0.9917441,0.65304923,0.2105809435957954,0.9939994,0.7416853,0.14861092302534315
20,0.991826,0.6565908,0.20796238311699458,0.99423736,0.73660344,0.15196113453971016
21,0.99173814,0.6533926,0.21048564996038163,0.9935218,0.7159844,0.16612395644187927
22,0.9917908,0.65480226,0.2093194325764974,0.9944008,0.752742,0.14132522543271384
23,0.99187976,0.6579609,0.20692112190382822,0.99444634,0.73927045,0.15038337972429064
24,0.99196506,0.6602684,0.205412785921778,0.9938093,0.7313024,0.15559485223558214
25,0.9918589,0.65802735,0.20700477631319136,0.9943544,0.7544477,0.14023658633232117
26,0.99191624,0.65867937,0.20639197528362274,0.99496573,0.7712684,0.12943782409032187
27,0.99203086,0.66288555,0.2033470237538928,0.9941364,0.7429302,0.14791182345814174
28,0.9919013,0.6583941,0.20658224679174877,0.9949792,0.7735126,0.12807820240656534
29,0.9918848,0.6584437,0.20667039425600142,0.9943552,0.75758255,0.1382381452454461
30,0.9918835,0.6586672,0.20636767645676932,0.9948636,0.77074695,0.12979080610805088
31,0.9920191,0.6630482,0.20310901744025095,0.994881,0.76848656,0.1313321954674191
