,Accuracy,Image,Set,Experiment
0,0.7966101694915254,160,val,9
1,0.8445945945945946,161,val,9
2,0.82,162,val,9
3,0.8166666666666667,163,val,9
4,0.840531561461794,164,val,9
5,0.8217821782178217,165,val,9
6,0.8344370860927153,166,val,9
7,0.8311258278145696,167,val,9
8,0.8013245033112583,168,val,9
9,0.7980132450331126,169,val,9
10,0.7284768211920529,170,val,9
11,0.7425742574257426,171,val,9
12,0.7128712871287128,172,val,9
13,0.7788778877887789,173,val,9
14,0.8382838283828383,174,val,9
15,0.8184818481848185,175,val,9
16,0.8118811881188119,176,val,9
17,0.7953795379537953,177,val,9
18,0.7920792079207921,178,val,9
19,0.834983498349835,179,val,9
20,0.7656765676567657,180,val,9
21,0.7953795379537953,181,val,9
22,0.7940199335548173,182,val,9
23,0.7980132450331126,183,val,9
24,0.7847682119205298,184,val,9
25,0.7682119205298014,185,val,9
26,0.743421052631579,186,val,9
27,0.7442622950819672,187,val,9
28,0.7850162866449512,188,val,9
29,0.8078175895765473,189,val,9
30,0.7766990291262136,190,val,9
31,0.7225806451612903,191,val,9
32,0.7129032258064516,192,val,9
33,0.7395498392282959,193,val,9
34,0.7588424437299035,194,val,9
35,0.7588424437299035,195,val,9
36,0.7378640776699029,196,val,9
37,0.7387096774193549,197,val,9
38,0.7838709677419354,198,val,9
39,0.7451612903225806,199,val,9
40,0.6836734693877551,200,test,9
41,0.6326530612244898,201,test,9
42,0.6938775510204082,202,test,9
43,0.6360544217687075,203,test,9
44,0.6394557823129252,204,test,9
45,0.6245733788395904,205,test,9
46,0.6450511945392492,206,test,9
47,0.6621160409556314,207,test,9
48,0.6143344709897611,208,test,9
49,0.6723549488054608,209,test,9
50,0.7201365187713311,210,test,9
51,0.6348122866894198,211,test,9
52,0.5972696245733788,212,test,9
53,0.6109215017064846,213,test,9
54,0.6450511945392492,214,test,9
55,0.6143344709897611,215,test,9
56,0.6109215017064846,216,test,9
57,0.6109215017064846,217,test,9
58,0.6040955631399317,218,test,9
59,0.6075085324232082,219,test,9
60,0.6826923076923077,220,test,9
61,0.6794871794871795,221,test,9
62,0.6730769230769231,222,test,9
63,0.6656050955414012,223,test,9
64,0.6719745222929936,224,test,9
65,0.6560509554140127,225,test,9
66,0.6878980891719745,226,test,9
67,0.6751592356687898,227,test,9
68,0.6592356687898089,228,test,9
69,0.6560509554140127,229,test,9
70,0.6815286624203821,230,test,9
71,0.6878980891719745,231,test,9
72,0.7197452229299363,232,test,9
73,0.6878980891719745,233,test,9
74,0.6528662420382165,234,test,9
75,0.6847133757961783,235,test,9
76,0.678343949044586,236,test,9
77,0.6656050955414012,237,test,9
78,0.6528662420382165,238,test,9
79,0.678343949044586,239,test,9
