,MAX,Set,Image
0,26.448389053344727,val,1
1,27.999168395996094,val,2
2,18.337909698486328,val,21
3,26.224172592163086,val,25
4,24.760780334472656,val,37
5,14.359981536865234,val,38
6,28.577550888061523,val,45
7,39.207489013671875,val,50
8,28.4984188079834,val,59
9,29.83490562438965,val,67
10,34.77082061767578,val,72
11,23.941495895385742,val,77
12,27.959888458251953,val,93
13,32.81638717651367,val,105
14,28.393653869628906,val,108
15,29.718124389648438,val,114
16,28.5620059967041,val,116
17,44.073150634765625,val,124
18,13.511770248413086,val,133
19,30.664386749267578,val,152
20,13.451166152954102,val,161
21,35.40615463256836,val,176
22,18.11239242553711,val,197
23,43.787513732910156,val,200
24,35.90404510498047,val,204
25,28.381704330444336,val,211
26,14.58629035949707,val,217
27,14.428146362304688,val,225
28,27.17932891845703,val,227
29,32.360626220703125,val,229
30,29.70609474182129,val,231
31,31.998109817504883,val,244
32,17.314064025878906,val,264
33,28.34941291809082,val,270
34,28.729326248168945,val,300
35,27.972078323364258,val,307
36,36.89067077636719,val,316
37,20.128507614135742,val,338
38,18.497028350830078,val,352
39,40.863399505615234,val,362
40,23.333946228027344,val,369
41,14.226335525512695,val,370
42,35.76536560058594,val,372
43,14.153194427490234,val,385
44,26.43206024169922,val,388
45,29.788352966308594,val,405
46,29.147035598754883,val,416
47,29.05148696899414,val,434
48,15.024187088012695,val,435
49,28.54234504699707,val,437
50,28.569307327270508,val,441
51,28.270498275756836,val,442
52,27.994478225708008,val,443
53,20.698440551757812,val,450
54,18.642723083496094,val,452
55,29.714689254760742,val,457
56,24.094730377197266,val,480
57,32.3004150390625,val,482
58,28.247798919677734,val,490
59,26.4344539642334,val,491
60,17.356586456298828,val,496
61,25.095001220703125,val,507
62,14.0638427734375,val,508
63,15.375495910644531,val,511
64,43.03471374511719,val,521
65,28.65703773498535,val,533
66,42.39405059814453,val,539
67,25.082956314086914,val,545
68,33.15777587890625,val,548
69,32.340152740478516,val,563
70,17.14813804626465,val,570
71,40.771629333496094,val,571
72,27.206439971923828,val,572
73,25.660259246826172,val,573
74,31.72299575805664,val,586
75,27.983192443847656,val,591
76,14.20966911315918,val,599
77,30.307889938354492,val,604
78,24.45089340209961,val,606
79,44.635047912597656,val,608
80,27.75214958190918,val,612
81,26.8315486907959,val,615
82,20.861215591430664,val,619
83,27.20384979248047,val,628
84,25.173988342285156,val,635
85,27.88372039794922,val,639
86,19.674625396728516,val,645
87,17.219085693359375,val,652
88,34.33152770996094,val,660
89,33.35529708862305,val,665
90,26.998823165893555,val,667
91,29.35436248779297,val,680
92,39.027496337890625,val,682
93,23.26080894470215,val,691
94,14.724180221557617,val,692
95,25.248350143432617,val,703
96,29.737903594970703,val,708
97,16.247703552246094,val,735
98,13.724729537963867,val,742
99,31.99099349975586,val,747
100,29.088621139526367,val,749
101,21.14653968811035,val,752
102,22.09878158569336,val,753
103,57.88220977783203,val,754
104,18.99204444885254,val,764
105,15.721027374267578,val,769
106,32.76908874511719,val,773
107,21.91936492919922,val,799
108,28.730899810791016,val,800
109,28.086088180541992,val,808
110,32.740577697753906,val,815
111,39.138248443603516,val,843
112,25.27560043334961,val,848
113,29.91056251525879,val,850
114,44.815338134765625,val,857
115,25.70185661315918,val,859
116,13.935319900512695,val,866
117,25.78053855895996,val,870
118,30.925291061401367,val,882
119,28.834274291992188,val,889
120,35.54916000366211,val,892
121,21.163501739501953,val,894
122,26.94844627380371,val,895
123,29.317848205566406,val,901
124,14.431964874267578,val,911
125,14.422447204589844,val,925
126,51.35942840576172,val,926
127,34.50996017456055,val,930
128,35.71753692626953,val,933
129,15.114494323730469,val,957
130,27.780805587768555,val,972
131,14.000999450683594,val,975
132,20.80772590637207,val,977
133,27.05980110168457,val,982
134,26.792972564697266,val,984
135,16.45372772216797,val,987
136,24.674116134643555,val,994
137,23.39301300048828,val,999
138,21.248571395874023,val,1008
139,26.077285766601562,val,1009
140,30.064674377441406,val,1024
141,18.39110565185547,val,1027
142,14.637426376342773,val,1028
143,30.88103485107422,val,1034
144,20.729236602783203,val,1036
145,29.016056060791016,val,1043
146,24.82868003845215,val,1045
147,28.234933853149414,val,1048
148,43.83154296875,val,1061
149,36.548828125,val,1062
150,43.303077697753906,val,1070
151,14.189910888671875,val,1080
152,15.351583480834961,val,1084
153,27.78646469116211,val,1085
154,26.10124969482422,val,1098
155,28.942975997924805,val,1101
156,31.230064392089844,val,1126
157,34.080631256103516,val,1132
158,14.156946182250977,val,1134
159,13.375991821289062,val,1153
160,13.985613822937012,val,1157
161,18.137847900390625,val,1158
162,35.46652603149414,val,1159
163,28.32783317565918,val,1162
164,24.040666580200195,val,1176
165,30.856718063354492,val,1178
166,13.96778678894043,val,1183
167,39.94995880126953,val,1184
168,26.255401611328125,val,1190
169,29.02613067626953,val,1194
170,34.393314361572266,val,1199
171,25.936744689941406,val,1202
172,26.570213317871094,val,1213
173,24.264965057373047,val,1224
174,29.726791381835938,val,1230
175,23.056753158569336,val,1234
176,31.615652084350586,val,1242
177,26.535524368286133,val,1248
178,40.798927307128906,val,1271
179,16.74057388305664,val,1275
180,28.960691452026367,val,1283
181,14.994787216186523,val,1298
182,27.628679275512695,val,1304
183,24.726423263549805,val,1314
184,26.38797378540039,val,1315
185,33.854469299316406,val,1322
186,29.70732879638672,val,1323
187,39.469078063964844,val,1329
188,14.41526985168457,val,1347
189,13.337385177612305,val,1348
190,23.337173461914062,val,1354
191,19.84331703186035,val,1382
192,26.49903106689453,val,1396
193,35.42417907714844,val,1402
194,51.10521697998047,val,1412
195,41.53117370605469,val,1414
196,15.23016357421875,val,1419
197,29.446788787841797,val,1420
198,25.385648727416992,val,1422
199,38.32946014404297,val,1426
200,29.5515193939209,val,1441
201,27.8912410736084,val,1445
202,14.109823226928711,val,1446
203,33.01424789428711,val,1449
204,31.874082565307617,val,1450
205,42.91614532470703,val,1466
206,26.10641860961914,val,1468
207,20.942344665527344,val,1490
208,28.028709411621094,val,1493
209,39.45976257324219,val,1498
210,27.593338012695312,val,1501
211,28.82611083984375,val,1512
212,27.603670120239258,val,1528
213,29.00490951538086,val,1535
214,28.748281478881836,val,1537
215,29.520715713500977,val,1542
216,31.350204467773438,val,1545
217,24.38297462463379,val,1546
218,25.713693618774414,val,1550
219,45.95789337158203,val,1554
220,29.892995834350586,val,1556
221,45.72474670410156,val,1558
222,17.604400634765625,val,1560
223,35.181610107421875,val,1562
224,29.651470184326172,val,1574
225,28.482580184936523,val,1585
226,28.748367309570312,val,1587
227,24.894824981689453,val,1599
228,20.931655883789062,val,1600
229,15.089792251586914,val,1612
230,26.572402954101562,val,1621
231,24.173553466796875,val,1622
232,28.952239990234375,val,1626
233,15.24528980255127,val,1633
234,28.72802734375,val,1637
235,29.16607666015625,val,1640
236,16.214933395385742,val,1647
237,28.007020950317383,val,1648
238,20.582677841186523,val,1651
239,48.90435028076172,val,1652
240,30.331283569335938,val,1661
241,34.98711013793945,val,1665
242,38.683815002441406,val,1670
243,48.20636749267578,val,1694
244,29.900571823120117,val,1697
245,22.255727767944336,val,1699
246,14.773459434509277,val,1715
247,27.682605743408203,val,1722
248,17.086402893066406,val,1730
249,33.264137268066406,val,1738
250,14.74162483215332,val,1743
251,36.555458068847656,val,1748
252,31.248106002807617,val,1749
253,18.328506469726562,val,1757
254,29.20911979675293,val,1758
255,30.275604248046875,val,1762
256,14.428442001342773,val,1764
257,39.9095458984375,val,1776
258,46.5870361328125,val,1777
259,24.481746673583984,val,1778
260,39.96961212158203,val,1790
261,37.74359893798828,val,1793
262,17.349897384643555,val,1803
263,22.11897850036621,val,1806
264,28.350244522094727,val,1811
265,14.650260925292969,val,1819
266,14.145431518554688,val,1824
267,18.162324905395508,val,1826
268,26.844482421875,val,1837
269,35.30315399169922,val,1839
270,27.913537979125977,val,1845
271,33.5986328125,val,1847
272,21.934911727905273,val,1855
273,37.443607330322266,val,1857
274,29.266124725341797,val,1862
275,38.5803108215332,val,1864
276,34.87636184692383,val,1871
277,29.44308853149414,val,1881
278,13.724658966064453,val,1888
279,53.18476104736328,val,1894
280,17.352582931518555,val,1903
281,15.731599807739258,val,1919
282,24.59119987487793,val,1920
283,34.18079376220703,val,1921
284,37.396705627441406,val,1939
285,29.075611114501953,val,1947
286,22.439882278442383,val,1954
287,29.301599502563477,val,1956
288,14.67679500579834,val,1960
289,31.759777069091797,val,1963
290,15.885156631469727,val,1969
291,15.428079605102539,val,1973
292,26.221364974975586,val,1985
293,29.218830108642578,val,1986
294,27.691640853881836,val,1989
295,23.54182243347168,val,1991
296,25.850563049316406,val,1997
297,16.5336971282959,val,1999
298,29.590118408203125,val,2002
299,14.411352157592773,val,2010
300,15.243307113647461,val,2012
301,27.755531311035156,val,2017
302,26.914690017700195,val,2018
303,15.294109344482422,val,2019
304,26.08502769470215,val,2021
305,25.152179718017578,val,2039
306,46.05851745605469,val,2052
307,25.386030197143555,val,2060
308,14.042953491210938,val,2061
309,24.58816909790039,val,2080
310,14.858087539672852,val,2088
311,19.681921005249023,val,2089
312,33.00322723388672,val,2094
313,26.40700912475586,val,2106
314,33.1655158996582,val,2137
315,28.253524780273438,val,2142
316,17.446258544921875,val,2144
317,33.1861686706543,val,2163
318,27.925058364868164,val,2167
319,27.672046661376953,val,2173
320,28.772192001342773,val,2180
321,15.675891876220703,val,2188
322,34.26537322998047,val,2194
323,32.09734344482422,val,2201
324,17.930068969726562,val,2213
325,35.81346130371094,val,2214
326,14.384450912475586,val,2219
327,22.453413009643555,val,2223
328,26.5836181640625,val,2225
329,27.36443519592285,val,2227
330,35.25834655761719,val,2234
331,19.875627517700195,val,2251
332,40.65658950805664,val,2253
333,32.77695083618164,val,2256
334,26.308124542236328,val,2269
335,13.875168800354004,val,2282
336,29.354265213012695,val,2285
337,36.05577087402344,val,2295
338,33.226158142089844,val,2299
339,13.511988639831543,val,2300
340,21.263015747070312,val,2301
341,14.954174041748047,val,2307
342,27.806520462036133,val,2330
343,33.12178039550781,val,2331
344,30.494630813598633,val,2338
345,24.286252975463867,val,2343
346,14.153066635131836,val,2357
347,37.21849060058594,val,2382
348,13.876943588256836,val,2400
349,17.15997314453125,val,2413
350,40.33661651611328,val,2420
351,14.317598342895508,val,2435
352,36.177696228027344,val,2439
353,31.427099227905273,val,2440
354,26.23212432861328,val,2462
355,28.765138626098633,val,2463
356,26.751386642456055,val,2473
357,43.75122833251953,val,2474
358,17.66564178466797,val,2477
359,26.147815704345703,val,2480
360,30.786418914794922,val,2483
361,31.596567153930664,val,2485
362,18.73619842529297,val,2487
363,35.725196838378906,val,2493
364,15.931604385375977,val,2496
365,24.273996353149414,val,2499
366,27.96710968017578,val,2501
367,26.29265022277832,val,2503
368,22.232728958129883,val,2506
