,MIN,Set,Image
0,0.5171180367469788,val,3
1,0.010050678625702858,val,4
2,0.13120082020759583,val,14
3,0.06878390163183212,val,29
4,0.11349628120660782,val,47
5,0.06528331339359283,val,48
6,0.08967220038175583,val,66
7,0.048511624336242676,val,76
8,0.18782134354114532,val,86
9,0.08319579064846039,val,87
10,0.07527780532836914,val,92
11,0.14218133687973022,val,98
12,0.059347931295633316,val,106
13,0.26109352707862854,val,109
14,0.20433709025382996,val,115
15,0.2844577729701996,val,116
16,0.023847490549087524,val,117
17,0.052389226853847504,val,123
18,0.35637494921684265,val,127
19,0.6090573668479919,val,129
20,0.1516227275133133,val,132
21,0.6537631154060364,val,136
22,0.16629859805107117,val,138
23,0.4231603145599365,val,147
24,0.11980735510587692,val,157
25,0.09116154164075851,val,170
26,0.35592901706695557,val,173
27,0.2542348802089691,val,179
28,1.5755810737609863,val,190
29,0.021009180694818497,val,193
30,0.2558519244194031,val,194
31,0.5109443664550781,val,201
32,0.14143428206443787,val,208
33,0.29877933859825134,val,221
34,0.07715532928705215,val,225
35,0.09945931285619736,val,234
36,0.10106430947780609,val,240
37,0.22869032621383667,val,245
38,0.8317828178405762,val,246
39,0.3759983479976654,val,252
40,0.04378300905227661,val,265
41,0.042398177087306976,val,269
42,0.11708993464708328,val,271
43,0.11899352818727493,val,280
44,0.8844574093818665,val,284
45,0.1606142371892929,val,287
46,0.08942048996686935,val,289
47,0.0930313989520073,val,291
48,0.153075709939003,val,314
49,0.21663863956928253,val,316
50,0.09424669295549393,val,339
51,0.08210980147123337,val,355
52,0.16430237889289856,val,357
53,0.5913090109825134,val,367
54,0.5360495448112488,val,378
55,0.06096058711409569,val,381
56,0.10655078291893005,val,393
57,0.14873464405536652,val,395
58,0.10010720044374466,val,398
59,0.07149474322795868,val,405
60,0.22988809645175934,val,414
61,0.44209393858909607,val,418
62,0.0409909226000309,val,434
63,0.2490333765745163,val,435
64,0.3203810155391693,val,467
65,0.09400372952222824,val,470
66,0.06027095764875412,val,473
67,0.12524981796741486,val,475
68,0.23216913640499115,val,479
69,0.2255374938249588,val,482
70,0.06706920266151428,val,488
71,0.13047362864017487,val,493
72,0.13824839890003204,val,494
73,0.059444546699523926,val,500
74,0.6812148094177246,val,505
75,0.4377945065498352,val,506
76,0.0755510926246643,val,509
77,0.43795308470726013,val,510
78,0.32000648975372314,val,512
79,0.10696294903755188,val,514
80,0.1740090698003769,val,516
81,0.020250927656888962,val,521
82,0.04781052842736244,val,525
83,0.32143086194992065,val,534
84,0.2929328978061676,val,536
85,0.14473655819892883,val,544
86,0.28588005900382996,val,545
87,0.2109624743461609,val,547
88,0.6818674206733704,val,552
89,0.08492530137300491,val,556
90,0.14882074296474457,val,557
91,0.04908204451203346,val,559
92,0.20968185365200043,val,600
93,0.007829591631889343,val,602
94,0.07577018439769745,val,611
95,0.08311264216899872,val,614
96,0.2883135676383972,val,622
97,0.4565397799015045,val,623
98,0.06400542706251144,val,636
99,0.13154064118862152,val,637
100,0.2918950915336609,val,644
101,0.03896907716989517,val,650
102,0.3564050793647766,val,655
103,0.24369890987873077,val,664
104,0.05379768833518028,val,676
105,0.012857329100370407,val,685
106,0.11111898720264435,val,690
107,0.3836379647254944,val,691
108,0.19986243546009064,val,693
109,0.36750760674476624,val,695
110,0.13803736865520477,val,698
111,0.5018438696861267,val,700
112,0.5598793625831604,val,714
113,0.44530341029167175,val,732
114,0.32407593727111816,val,737
115,0.09102847427129745,val,739
116,0.08803746104240417,val,745
117,0.4229643940925598,val,752
118,0.03631695732474327,val,772
119,0.66122967004776,val,774
120,0.32979294657707214,val,781
121,0.17640477418899536,val,784
122,0.22892802953720093,val,786
123,0.04389176145195961,val,792
124,0.1233142614364624,val,795
125,0.08095666766166687,val,800
126,0.03281521052122116,val,815
127,0.44868752360343933,val,822
128,0.08092724531888962,val,823
129,0.09872951358556747,val,834
130,0.5843247771263123,val,837
131,0.27914732694625854,val,846
132,0.10486449301242828,val,849
133,0.19916307926177979,val,850
134,0.059662483632564545,val,852
135,0.24458430707454681,val,863
136,0.07283218950033188,val,869
137,0.043689314275979996,val,873
138,0.11457119137048721,val,874
139,0.06047692522406578,val,877
140,0.025071430951356888,val,883
141,0.0969104990363121,val,884
142,0.10094650089740753,val,888
143,0.1420707106590271,val,899
144,0.2549397051334381,val,900
145,0.6099620461463928,val,902
146,0.5558921098709106,val,904
147,0.04272967576980591,val,908
148,0.02638799324631691,val,912
149,0.12296020984649658,val,918
150,0.26707160472869873,val,919
151,0.04279257729649544,val,923
152,0.057906944304704666,val,927
153,0.10374117642641068,val,929
154,0.33645766973495483,val,941
155,0.2243301421403885,val,944
156,0.23671084642410278,val,948
157,0.07145136594772339,val,949
158,0.13540059328079224,val,952
159,0.09363104403018951,val,953
160,0.14371618628501892,val,959
161,0.2782624661922455,val,964
162,0.3037891983985901,val,970
163,0.04844995215535164,val,973
164,0.10671655088663101,val,975
165,0.023262523114681244,val,977
166,0.056562915444374084,val,979
167,0.11585936695337296,val,999
168,0.04305775463581085,val,1006
169,0.5836324691772461,val,1012
170,0.08088905364274979,val,1017
171,0.022996453568339348,val,1027
172,0.13864687085151672,val,1035
173,0.2093493789434433,val,1039
174,0.03973754495382309,val,1049
175,0.27997249364852905,val,1059
176,0.17638084292411804,val,1077
177,0.06144844740629196,val,1089
178,0.21629033982753754,val,1101
179,0.0876695066690445,val,1102
180,0.23465721309185028,val,1110
181,0.026108786463737488,val,1111
182,0.10005293041467667,val,1116
183,0.09625522047281265,val,1121
184,0.34472888708114624,val,1122
185,0.042544178664684296,val,1124
186,0.1288917362689972,val,1135
187,0.28077512979507446,val,1146
188,0.15713517367839813,val,1161
189,0.15763132274150848,val,1177
190,0.055763643234968185,val,1187
191,0.08635679632425308,val,1189
192,0.06049289554357529,val,1190
193,0.1447884887456894,val,1196
194,0.03753018379211426,val,1204
195,0.36277446150779724,val,1208
196,0.07116576284170151,val,1214
197,1.782401442527771,val,1216
198,0.5506899356842041,val,1218
199,0.21767790615558624,val,1227
200,0.7427724599838257,val,1244
201,0.15124540030956268,val,1253
202,0.07726966589689255,val,1257
203,0.17309816181659698,val,1259
204,0.06075287610292435,val,1260
205,0.11459366232156754,val,1261
206,0.054569561034440994,val,1263
207,0.05975021421909332,val,1266
208,0.12292128801345825,val,1272
209,0.5229486227035522,val,1281
210,0.2561207413673401,val,1300
211,0.26243191957473755,val,1307
212,0.8639389276504517,val,1317
213,0.1273643970489502,val,1323
214,0.9343264102935791,val,1325
215,0.6469058394432068,val,1328
216,0.08934847265481949,val,1329
217,0.14288760721683502,val,1330
218,0.20536445081233978,val,1338
219,0.3218069076538086,val,1345
220,0.5428781509399414,val,1352
221,0.4046977162361145,val,1359
222,0.11558101326227188,val,1361
223,0.08799465000629425,val,1373
224,0.1115901991724968,val,1384
225,0.316236287355423,val,1385
226,0.3885110020637512,val,1387
227,0.07465731352567673,val,1394
228,0.08401867747306824,val,1396
229,0.3179801106452942,val,1397
230,0.06560599058866501,val,1398
231,0.06696929782629013,val,1399
232,0.19163711369037628,val,1403
233,0.043254267424345016,val,1419
234,0.1951514631509781,val,1439
235,0.05749661102890968,val,1447
236,0.1726967841386795,val,1461
237,0.05252407118678093,val,1469
238,0.035510048270225525,val,1472
239,0.021930893883109093,val,1514
240,0.06996499001979828,val,1519
241,0.11480046808719635,val,1534
242,0.06729385256767273,val,1537
243,0.07594217360019684,val,1559
244,0.7587681412696838,val,1572
245,0.0617198683321476,val,1576
246,0.019048696383833885,val,1578
247,0.09231431782245636,val,1579
248,0.311754435300827,val,1588
249,0.4494478106498718,val,1589
250,0.0440380796790123,val,1596
251,0.17980541288852692,val,1606
252,0.05145351588726044,val,1622
253,0.13547998666763306,val,1626
254,0.031310029327869415,val,1630
255,0.24597740173339844,val,1631
256,0.07669977843761444,val,1636
257,0.22728568315505981,val,1640
258,0.04887782782316208,val,1653
259,0.2814972698688507,val,1656
260,0.08278793841600418,val,1660
261,0.6406025886535645,val,1666
262,0.11193671822547913,val,1682
263,0.18475858867168427,val,1684
264,0.0694771483540535,val,1694
265,0.21223527193069458,val,1704
266,0.07448665052652359,val,1720
267,0.06053076311945915,val,1723
268,1.1219276189804077,val,1726
269,0.5200142860412598,val,1729
270,0.12391605228185654,val,1741
271,0.0870598703622818,val,1747
272,0.11102356016635895,val,1750
273,0.2562205195426941,val,1754
274,0.0792464092373848,val,1758
275,0.21847309172153473,val,1782
276,0.07742182910442352,val,1789
277,0.11302389204502106,val,1792
278,0.5271531343460083,val,1793
279,0.6088773012161255,val,1797
280,0.9503647685050964,val,1798
281,0.16164298355579376,val,1799
282,0.34892839193344116,val,1802
283,0.344560444355011,val,1805
284,0.36910057067871094,val,1808
285,0.2021903544664383,val,1817
286,0.08152665942907333,val,1835
287,0.09547288715839386,val,1836
288,0.18686224520206451,val,1841
289,0.21030361950397491,val,1845
290,0.16429761052131653,val,1852
291,0.09916853904724121,val,1862
292,0.29678311944007874,val,1881
293,0.2725783586502075,val,1883
294,0.07983585447072983,val,1887
295,0.07974737137556076,val,1889
296,0.015818458050489426,val,1902
297,0.10551735013723373,val,1905
298,0.10271593928337097,val,1910
299,0.09575466811656952,val,1939
300,0.0485505647957325,val,1942
301,0.45520058274269104,val,1954
302,0.09045463055372238,val,1956
303,0.3367903530597687,val,1957
304,0.09444813430309296,val,1958
305,0.04393133521080017,val,1963
306,0.1726832240819931,val,1972
307,0.007523759268224239,val,1978
308,0.0512847900390625,val,1983
309,0.020656708627939224,val,1984
310,0.09378509223461151,val,1990
311,0.07688906043767929,val,1994
312,0.12706339359283447,val,1997
313,0.2257983386516571,val,2002
314,0.3144277334213257,val,2003
315,0.2043353021144867,val,2027
316,0.9724392890930176,val,2031
317,0.035057250410318375,val,2037
318,0.11924295872449875,val,2052
319,0.29672911763191223,val,2059
320,0.15315523743629456,val,2060
321,1.0637872219085693,val,2070
322,0.06791366636753082,val,2076
323,0.2642630338668823,val,2078
324,0.15377263724803925,val,2089
325,0.07771576195955276,val,2094
326,0.5714866518974304,val,2098
327,0.3332005441188812,val,2107
328,0.17672914266586304,val,2116
329,0.051925014704465866,val,2118
330,0.18557657301425934,val,2125
331,0.0426902212202549,val,2140
332,0.0796607956290245,val,2142
333,0.09122049063444138,val,2155
334,0.04209459573030472,val,2157
335,0.10788999497890472,val,2164
336,0.057508859783411026,val,2183
337,0.07606460899114609,val,2188
338,0.060322023928165436,val,2191
339,0.22238567471504211,val,2197
340,0.10085183382034302,val,2209
341,0.7187590599060059,val,2210
342,0.03558968007564545,val,2211
343,0.31051546335220337,val,2217
344,0.6390694379806519,val,2220
345,0.09844527393579483,val,2225
346,0.11173740029335022,val,2230
347,0.24503213167190552,val,2254
348,0.18497605621814728,val,2255
349,0.2208341658115387,val,2271
350,0.08628791570663452,val,2276
351,0.09309013187885284,val,2299
352,0.16613651812076569,val,2300
353,0.02139882929623127,val,2314
354,0.2365737110376358,val,2325
355,0.06856487691402435,val,2338
356,0.07908329367637634,val,2349
357,0.08203022181987762,val,2352
358,0.15195699036121368,val,2353
359,0.08582478761672974,val,2359
360,0.10386589169502258,val,2366
361,0.33241480588912964,val,2392
362,0.15041020512580872,val,2395
363,0.9778760075569153,val,2408
364,0.05269186943769455,val,2414
365,1.4214417934417725,val,2419
366,0.007628479041159153,val,2431
367,0.11342570185661316,val,2444
368,0.07509779930114746,val,2455
369,0.059666913002729416,val,2469
370,0.10371088981628418,val,2472
371,0.0943344309926033,val,2473
372,0.19144773483276367,val,2477
373,0.11291582882404327,val,2480
374,0.06593208760023117,val,2485
375,0.13597436249256134,val,2492
376,0.09666146337985992,val,2497
377,0.19179308414459229,val,2498
378,1.0993338823318481,val,2501
379,0.29869019985198975,val,2503
380,0.38327664136886597,val,2507
381,0.7213941812515259,val,2512
382,0.07396530359983444,val,2516
383,0.1047511026263237,val,2525
384,0.060933973640203476,val,2527
385,0.1765701174736023,val,2531
386,0.09802475571632385,val,2534
387,0.06948406249284744,val,2535
388,0.11534039676189423,val,2537
389,0.07726023346185684,val,2538
390,1.2899572849273682,val,2548
391,0.08542463928461075,val,2553
392,0.05989078804850578,val,2559
393,0.13730306923389435,val,2563
394,0.1550108641386032,val,2567
395,0.14192740619182587,val,2575
396,0.4956875741481781,val,2578
397,0.9254172444343567,val,2580
398,0.34555286169052124,val,2584
399,0.3131966292858124,val,2590
400,0.21642671525478363,val,2591
401,0.1146414503455162,val,2597
402,0.1829604059457779,val,2602
403,0.05787971615791321,val,2603
404,0.029733214527368546,val,2606
405,0.1236872598528862,val,2607
406,0.03812466561794281,val,2609
407,0.30441421270370483,val,2610
408,0.04426826164126396,val,2612
409,0.06568804383277893,val,2613
410,0.09905954450368881,val,2615
411,0.49722567200660706,val,2621
412,0.05577082559466362,val,2634
413,0.5234163403511047,val,2636
414,0.22534054517745972,val,2644
415,0.09622078388929367,val,2655
416,0.04232994467020035,val,2672
417,0.13576063513755798,val,2679
418,0.06303251534700394,val,2682
419,0.16839052736759186,val,2692
420,0.10399439930915833,val,2698
421,0.026339055970311165,val,2702
422,0.12193436175584793,val,2721
423,0.03507860377430916,val,2728
424,0.11794503778219223,val,2738
425,0.24999020993709564,val,2755
426,0.025554222986102104,val,2764
427,0.03179274871945381,val,2770
428,0.20029008388519287,val,2774
429,0.22045454382896423,val,2792
430,0.4465840756893158,val,2812
431,0.2665269076824188,val,2835
432,0.08931393176317215,val,2838
433,0.020961223170161247,val,2844
434,0.2250165492296219,val,2850
435,0.045959725975990295,val,2859
436,0.04126453027129173,val,2871
437,0.41593700647354126,val,2873
438,0.2829427719116211,val,2876
439,0.14891667664051056,val,2882
