,MIN,Set,Image
0,0.028937367722392082,val,1
1,0.08354081213474274,val,6
2,0.031971242278814316,val,9
3,0.020261215046048164,val,13
4,0.13615106046199799,val,15
5,0.11597300320863724,val,22
6,0.010262761265039444,val,24
7,0.01833011955022812,val,26
8,0.06665858626365662,val,28
9,0.026471687480807304,val,31
10,0.03711095452308655,val,33
11,0.11000236868858337,val,39
12,0.057218119502067566,val,44
13,0.491968035697937,val,64
14,0.7192450165748596,val,66
15,0.1279507279396057,val,77
16,0.05721753463149071,val,83
17,0.03329858556389809,val,90
18,0.1587177813053131,val,91
19,0.8603367805480957,val,92
20,0.0211613941937685,val,94
21,0.05054667592048645,val,97
22,0.22797000408172607,val,98
23,0.03922558203339577,val,108
24,0.04129511117935181,val,125
25,0.08499612659215927,val,130
26,0.004066724795848131,val,134
27,0.04606355354189873,val,140
28,0.06887589395046234,val,142
29,0.04556839540600777,val,146
30,1.0805323123931885,val,149
31,0.050528109073638916,val,153
32,0.4763585925102234,val,160
33,0.5102256536483765,val,165
34,0.04421477019786835,val,166
35,0.2442268282175064,val,170
36,0.3830878734588623,val,180
37,0.1276405155658722,val,188
38,0.028358716517686844,val,189
39,0.025179890915751457,val,197
40,0.14202986657619476,val,206
41,0.0030185033101588488,val,215
42,0.30098453164100647,val,216
43,0.1809581071138382,val,225
44,0.06563591212034225,val,232
45,0.037155672907829285,val,235
46,0.20688877999782562,val,238
47,0.18942423164844513,val,243
48,0.16084840893745422,val,251
49,1.2104424238204956,val,260
50,0.15309712290763855,val,264
51,0.04585704952478409,val,272
52,0.03021617792546749,val,276
53,0.0019902046769857407,val,277
54,0.4363213777542114,val,280
55,0.9614172577857971,val,288
56,0.020795699208974838,val,291
57,0.0755615308880806,val,294
58,0.026197563856840134,val,296
59,0.16366460919380188,val,306
60,0.39396846294403076,val,313
61,0.11609309166669846,val,317
62,0.3310084044933319,val,323
63,0.04380101338028908,val,328
64,0.04605446755886078,val,336
65,0.16792510449886322,val,337
66,0.016475411131978035,val,339
67,0.29195502400398254,val,341
68,0.06785236299037933,val,355
69,0.05922427400946617,val,358
70,0.017905494198203087,val,360
71,0.02427045628428459,val,375
72,0.5037567019462585,val,379
73,0.04307074472308159,val,394
74,0.45944568514823914,val,396
75,0.0530695877969265,val,411
76,0.21853439509868622,val,422
77,0.19018864631652832,val,430
78,0.2414550930261612,val,433
79,0.0605982169508934,val,437
80,0.12332282215356827,val,439
81,0.14767445623874664,val,458
82,0.050318002700805664,val,460
83,0.07416826486587524,val,461
84,0.026471348479390144,val,466
85,0.03791235387325287,val,467
86,0.0359039343893528,val,476
87,0.14647184312343597,val,495
88,0.059560175985097885,val,505
89,0.03964716196060181,val,519
90,0.07394520193338394,val,539
91,0.03453289344906807,val,552
92,0.06071018427610397,val,555
93,0.9166013598442078,val,556
94,0.1147737130522728,val,562
95,1.4886459112167358,val,576
96,0.011777197942137718,val,582
97,6.6414408683776855,val,590
98,0.04352273792028427,val,596
99,0.028411930426955223,val,603
100,0.023319249972701073,val,611
101,0.10835643857717514,val,614
102,0.6568976044654846,val,634
103,0.038354936987161636,val,635
104,0.04343603923916817,val,645
105,0.3410166800022125,val,664
106,0.7339998483657837,val,669
107,0.13018815219402313,val,675
108,0.1044500395655632,val,680
109,0.08406910300254822,val,689
110,0.07176969200372696,val,705
111,0.7897307276725769,val,714
112,0.03406534343957901,val,718
113,0.9207334518432617,val,722
114,0.09473799914121628,val,735
115,0.043534476310014725,val,738
116,0.10110698640346527,val,742
