,MIN,MAX,MAED,Set,Image,ID
62,0.331008404493332,14.8846569061279,2.33670449256897,val,323,4
63,0.043801013380289,0.290959358215332,0.14245031774044,val,328,4
64,0.046054467558861,16.0753841400146,3.82797002792358,val,336,4
65,0.167925104498863,12.9688749313355,2.18097448348999,val,337,4
66,0.016475411131978,0.245205923914909,0.147024855017662,val,339,4
67,0.291955024003983,15.7306222915649,2.41041803359985,val,341,4
68,0.067852362990379,16.0604858398438,5.5368504524231,val,355,4
69,0.059224274009466,0.641091167926788,0.20901645720005,val,358,4
70,0.017905494198203,0.256576746702194,0.124079257249832,val,360,4
71,0.024270456284285,1.31571686267853,0.306355386972427,val,375,4
72,0.503756701946259,13.7527046203613,3.94415831565857,val,379,4
73,0.043070744723082,0.796285688877106,0.283192932605743,val,394,4
74,0.459445685148239,13.6983804702759,2.88313937187195,val,396,4
75,0.053069587796927,0.65336549282074,0.214589610695839,val,411,4
76,0.218534395098686,20.4471797943115,4.106116771698,val,422,4
77,0.190188646316528,15.9707078933716,4.34455060958862,val,430,4
78,0.241455093026161,15.4193410873413,4.39054012298584,val,433,4
79,0.060598216950893,0.579145967960358,0.236872255802155,val,437,4
80,0.123322822153568,7.56212043762207,2.35387182235718,val,439,4
81,0.147674456238747,13.7771348953247,1.94801890850067,val,458,4
82,0.050318002700806,21.7017784118652,9.54301071166992,val,460,4
83,0.074168264865875,6.1577320098877,1.20850431919098,val,461,4
84,0.02647134847939,1.17431139945984,0.268279999494553,val,466,4
85,0.037912353873253,17.4410209655762,5.3505334854126,val,467,4
86,0.035903934389353,16.4742202758789,7.75152587890625,val,476,4
87,0.146471843123436,20.3030948638916,1.93043577671051,val,495,4
88,0.059560175985098,22.3775577545166,4.47710227966309,val,505,4
89,0.039647161960602,0.41116464138031,0.169995576143265,val,519,4
90,0.073945201933384,13.4905977249146,1.78491199016571,val,539,4
91,0.034532893449068,15.0707845687866,3.51602387428284,val,552,4
92,0.060710184276104,5.09027671813965,1.38211786746979,val,555,4
93,0.916601359844208,14.4212045669556,4.16617679595947,val,556,4
94,0.114773713052273,1.29224801063538,0.544209897518158,val,562,4
95,1.48864591121674,13.0849466323853,4.24382829666138,val,576,4
96,0.011777197942138,0.211240291595459,0.123032711446285,val,582,4
97,6.64144086837769,15.8979721069336,10.7994270324707,val,590,4
98,0.043522737920284,0.844276070594788,0.207760006189346,val,596,4
99,0.028411930426955,0.494987010955811,0.167652517557144,val,603,4
100,0.023319249972701,0.731060862541199,0.225534319877624,val,611,4
101,0.108356438577175,13.955979347229,3.51341032981873,val,614,4
102,0.656897604465485,14.1253576278687,3.41091585159302,val,634,4
103,0.038354936987162,0.679822146892548,0.213077113032341,val,635,4
104,0.043436039239168,0.366445541381836,0.159117639064789,val,645,4
105,0.341016680002212,8.5747127532959,2.85565328598022,val,664,4
106,0.733999848365784,15.3925981521606,3.3537425994873,val,669,4
107,0.130188152194023,24.5031852722168,4.81143045425415,val,675,4
108,0.104450039565563,0.880991280078888,0.319920361042023,val,680,4
109,0.084069103002548,0.709715843200684,0.221165955066681,val,689,4
110,0.071769692003727,0.463918507099152,0.196089088916779,val,705,4
111,0.789730727672577,23.846212387085,4.75015926361084,val,714,4
112,0.034065343439579,0.254509150981903,0.10492816567421,val,718,4
113,0.920733451843262,16.3547954559326,6.11408948898315,val,722,4
114,0.094737999141216,12.0207996368408,2.99464273452759,val,735,4
115,0.043534476310015,2.20492339134216,0.817907631397247,val,738,4
116,0.101106986403465,23.1314849853516,5.49388933181763,val,742,4
117,0.364062130451202,18.3388290405273,3.67554879188538,val,747,4
118,0.046835828572512,9.69070625305176,1.68616259098053,val,751,4
119,0.279425263404846,2.48444771766663,0.950554728507996,val,753,4
120,0.121256180107594,0.41595196723938,0.23378749191761,val,766,4
121,0.044318184256554,0.604122340679169,0.193666234612465,val,774,4
122,0.030504960566759,0.764057278633118,0.230917870998383,val,775,4
123,0.212278485298157,11.0053443908691,1.85817289352417,val,777,4
124,0.044235426932573,0.874224245548248,0.367980241775513,val,782,4
125,0.025179890915752,0.145668625831604,0.079942509531975,val,784,4
126,0.131435960531235,12.582236289978,1.73501479625702,val,795,4
127,0.272144049406052,17.7339248657227,4.94581937789917,val,798,4
128,0.041212361305952,0.369205743074417,0.149267867207527,val,799,4
129,0.025179890915752,0.145668625831604,0.079942509531975,val,801,4
130,0.526134371757507,12.0802803039551,4.92984771728516,val,802,4
131,0.070281147956848,0.297078609466553,0.160690382122994,val,811,4
132,0.05875801295042,0.45783543586731,0.182558283209801,val,812,4
133,0.023877665400505,0.439127296209335,0.167948916554451,val,821,4
134,0.043973729014397,1.18564236164093,0.34684830904007,val,828,4
135,0.020481558516622,0.480513006448746,0.144868791103363,val,833,4
136,0.098543278872967,21.5707702636719,2.36345362663269,val,836,4
137,0.157793626189232,16.8600959777832,4.69920492172241,val,837,4
138,0.035005938261747,16.0083274841309,4.41253137588501,val,843,4
139,0.920028328895569,14.0364599227905,5.61694717407227,val,852,4
140,0.041252952069044,0.485709995031357,0.176096633076668,val,854,4
141,0.050220143049955,0.708519399166107,0.252688318490982,val,856,4
142,0.140956997871399,18.0242805480957,3.60662198066711,val,866,4
143,0.551100850105285,8.04155349731445,2.84114074707031,val,870,4
144,0.060094237327576,0.913896441459656,0.327373802661896,val,874,4
145,0.369208067655563,5.61048746109009,1.80672574043274,val,875,4
146,0.159379079937935,15.2135362625122,2.11774849891663,val,893,4
147,0.016868555918336,0.517325401306152,0.192623659968376,val,907,4
148,0.301838397979736,12.6027879714966,1.98182642459869,val,924,4
149,0.046518690884113,0.604497134685516,0.297319799661636,val,933,4
150,0.066604152321816,0.579051911830902,0.186531066894531,val,935,4
151,0.184941276907921,16.6380500793457,4.11337852478027,val,938,4
152,0.294574171304703,15.6118202209473,3.70787906646729,val,939,4
153,0.047513734549284,29.6432609558105,5.3430347442627,val,940,4
154,0.15753373503685,16.8718852996826,4.11661338806152,val,941,4
155,0.022055998444557,0.658789694309235,0.222859814763069,val,947,4
156,0.004878089297563,0.336331993341446,0.160724207758904,val,951,4
157,0.663603842258453,5.50307607650757,2.13948011398315,val,960,4
158,0.504166066646576,11.5388736724854,2.64424610137939,val,967,4
159,0.514598906040192,18.3036251068115,4.94648504257202,val,972,4
160,0.043837066739798,0.321693688631058,0.132974579930305,val,976,4
161,0.159494489431381,14.3838739395142,3.55288910865784,val,1017,4
162,0.548111498355866,19.1473083496094,7.46902418136597,val,1029,4
163,0.340657830238342,6.93056488037109,1.68644666671753,val,1045,4
164,0.025670643895865,0.383337020874023,0.191920086741447,val,1046,4
165,0.196410000324249,29.6310062408447,9.64879989624023,val,1054,4
166,0.042455263435841,0.415725380182266,0.185828596353531,val,1073,4
167,0.075332179665566,20.8602313995361,4.35553789138794,val,1078,4
168,0.043974511325359,0.276395231485367,0.119805358350277,val,1091,4
169,0.064698576927185,16.2033462524414,4.42651605606079,val,1093,4
170,0.225041851401329,12.8304758071899,2.80121612548828,val,1098,4
171,0.243818789720535,12.4026250839233,2.57102346420288,val,1099,4
172,0.811005115509033,15.3276920318604,4.98719549179077,val,1102,4
173,0.046867243945599,0.6887526512146,0.216009348630905,val,1104,4
174,0.013381410390139,0.285898804664612,0.159045502543449,val,1109,4
175,0.824386060237885,19.4259166717529,4.58733510971069,val,1117,4
176,0.403059393167496,10.6833229064941,2.50012278556824,val,1129,4
177,0.180880591273308,26.7394504547119,4.82535696029663,val,1135,4
178,0.165533885359764,16.0846309661865,4.42236757278442,val,1136,4
179,0.30056419968605,4.29441642761231,1.25122964382172,val,1146,4
180,0.954838514328003,26.3671684265137,8.26541900634766,val,1163,4
181,0.026055442169309,0.244394645094872,0.138867512345314,val,1165,4
182,0.198482438921928,16.509916305542,4.09315347671509,val,1177,4
183,0.308625489473343,2.01512455940247,1.1258727312088,val,1185,4
184,0.247003316879272,23.5204010009766,4.51953125,val,1200,4
185,0.015435396693647,0.624986946582794,0.216264232993126,val,1206,4
186,0.902664959430695,15.7483100891113,6.12062644958496,val,1208,4
187,0.153942555189133,17.357442855835,3.5819251537323,val,1210,4
188,0.577295482158661,3.49487209320068,1.18127846717834,val,1222,4
189,0.064346224069595,0.411793172359467,0.215587124228477,val,1225,4
190,0.029268387705088,0.280105441808701,0.146408513188362,val,1228,4
191,0.585255444049835,17.0283164978027,4.1208119392395,val,1232,4
192,0.418927043676376,13.303277015686,4.22727680206299,val,1241,4
193,0.747304677963257,8.48849582672119,1.98402678966522,val,1249,4
194,0.185468941926956,24.7874851226807,3.93831610679626,val,1250,4
195,0.193811506032944,13.0184326171875,2.85442447662354,val,1266,4
196,0.040454812347889,12.614387512207,2.72095394134521,val,1275,4
197,0.054782669991255,11.664662361145,2.78597378730774,val,1289,4
198,0.451142460107803,7.4650731086731,1.23733186721802,val,1302,4
199,0.161070540547371,20.2408714294434,4.77512121200562,val,1307,4
200,0.653486490249634,16.3284912109375,3.89588260650635,val,1316,4
201,0.353880763053894,28.3821907043457,3.70279979705811,val,1317,4
202,0.960585355758667,17.3696231842041,4.90483999252319,val,1329,4
203,0.508379936218262,11.3654289245605,2.46561932563782,val,1338,4
204,0.049758683890104,0.445375651121139,0.149281680583954,val,1343,4
205,0.237468600273132,24.8229217529297,3.7596378326416,val,1353,4
206,0.11090350151062,22.7079563140869,6.00313949584961,val,1355,4
207,0.307647258043289,13.8734521865845,3.40995121002197,val,1358,4
208,0.05284446105361,0.972446203231812,0.376307994127274,val,1380,4
209,0.065089136362076,18.1545658111572,5.0922737121582,val,1385,4
210,0.147071063518524,8.25725650787354,1.5788666009903,val,1395,4
211,0.051497962325811,0.564760744571686,0.214201256632805,val,1396,4
212,0.060598216950893,0.579145967960358,0.236872255802155,val,1410,4
213,0.061035621911287,29.5495796203613,5.53704977035522,val,1415,4
214,0.593148648738861,5.06666898727417,1.82745480537415,val,1416,4
215,0.043005205690861,0.312993973493576,0.168145060539246,val,1418,4
216,0.043015155941248,0.301654070615768,0.157346665859222,val,1422,4
217,0.114384800195694,15.9654922485352,5.14467763900757,val,1425,4
218,0.230763867497444,14.1868391036987,3.44273686408997,val,1436,4
219,0.130696818232536,18.77712059021,4.85655832290649,val,1443,4
220,0.344694793224335,16.8340358734131,4.39761066436768,val,1444,4
221,0.156440541148186,11.3189811706543,2.42075848579407,val,1445,4
222,0.230625912547111,13.0921239852905,3.45567893981934,val,1447,4
223,0.079512804746628,17.273120880127,2.76685476303101,val,1461,4
224,0.141233161091805,20.9617767333984,2.08477902412415,val,1467,4
225,0.093921974301338,14.0200338363647,3.00486993789673,val,1477,4
226,0.03807832300663,0.368776559829712,0.143186047673225,val,1479,4
227,0.701196193695068,6.32284259796143,1.9280219078064,val,1483,4
228,0.09373539686203,15.6232147216797,3.29025745391846,val,1484,4
229,0.55738639831543,22.9182796478271,5.46311521530151,val,1486,4
230,0.147519156336784,10.6173315048218,1.96170604228973,val,1497,4
231,0.064452290534973,0.291224807500839,0.145304054021835,val,1510,4
232,0.999230980873108,16.4829597473145,4.28397274017334,val,1511,4
233,0.186699137091637,5.21979236602783,1.56799006462097,val,1520,4
234,0.027582071721554,0.572052299976349,0.157087340950966,val,1526,4
235,0.06537252664566,27.0549373626709,5.82813453674316,val,1537,4
236,0.288493007421494,14.817497253418,3.6439995765686,val,1541,4
237,0.021395249292255,18.0792388916016,4.70052814483643,val,1550,4
238,0.490131318569183,6.22868013381958,2.5075626373291,val,1555,4
239,0.709609746932983,9.30201530456543,3.06920695304871,val,1557,4
240,0.1052186191082,18.3527317047119,3.08950185775757,val,1558,4
241,0.467478185892105,15.4980888366699,4.36267518997192,val,1572,4
242,0.508007287979126,3.28566741943359,1.38273286819458,val,1584,4
243,0.016352979466319,0.588009834289551,0.179254040122032,val,1586,4
244,0.648591339588165,16.0680904388428,4.53112936019897,val,1593,4
245,0.227545529603958,5.89018487930298,1.49888122081757,val,1605,4
246,0.426800101995468,11.317684173584,2.38170266151428,val,1606,4
247,0.023740645498037,0.888477861881256,0.201842024922371,val,1607,4
248,0.478784024715424,3.14969563484192,2.05397343635559,val,1612,4
249,0.560773611068726,4.01255798339844,1.66150546073914,val,1613,4
250,0.514913260936737,29.5115165710449,5.70453453063965,val,1614,4
251,1.20656955242157,9.14353370666504,2.84962248802185,val,1619,4
252,0.056255120784044,8.02079963684082,1.96612870693207,val,1625,4
253,0.63564658164978,20.0537986755371,3.43495583534241,val,1660,4
254,0.244133189320564,15.7845420837402,3.08639883995056,val,1661,4
255,0.147376954555512,3.63928985595703,1.36332011222839,val,1665,4
256,0.003387382486835,0.869411289691925,0.162664696574211,val,1677,4
257,0.539910435676575,28.9263362884521,5.54395198822022,val,1681,4
258,0.091406129300594,19.2528171539307,5.65680503845215,val,1687,4
259,0.128117874264717,14.8904514312744,2.86275625228882,val,1694,4
260,0.050828400999308,2.82768797874451,0.713895797729492,val,1704,4
261,0.031329460442066,0.311661422252655,0.164474099874496,val,1713,4
262,0.040883265435696,0.604368090629578,0.268617898225784,val,1717,4
263,0.027055386453867,0.252076894044876,0.137227401137352,val,1720,4
264,0.080831781029701,7.1609001159668,1.28085446357727,val,1728,4
265,0.006379049737006,15.9608106613159,5.90896654129028,val,1733,4
266,0.261508017778397,14.8116283416748,2.67321133613586,val,1745,4
267,0.009548092260957,0.641964554786682,0.231153711676598,val,1747,4
268,0.031123431399465,0.263319045305252,0.161391407251358,val,1753,4
269,0.013221133500338,0.283607095479965,0.155540764331818,val,1761,4
270,0.024558071047068,0.278503805398941,0.151366278529167,val,1765,4
271,0.03972164914012,0.356463044881821,0.142645508050919,val,1774,4
272,0.057619754225016,0.455575108528137,0.221723973751068,val,1789,4
273,0.495068311691284,9.54891872406006,2.76000022888184,val,1799,4
274,1.29571795463562,16.749963760376,5.19686412811279,val,1801,4
275,0.023022040724754,2.38417816162109,0.415775388479233,val,1809,4
276,0.008795871399343,13.8407220840454,3.42073702812195,val,1810,4
277,0.03953468427062,0.345422565937042,0.159893080592155,val,1816,4
278,0.35884103178978,15.5678482055664,4.15419483184814,val,1821,4
279,0.025179890915752,0.145668625831604,0.079942509531975,val,1822,4
280,0.29220449924469,16.7058658599854,2.39977669715881,val,1825,4
281,0.078461699187756,30.4765548706055,3.50607490539551,val,1837,4
282,0.034209903329611,0.480857104063034,0.177308633923531,val,1846,4
283,0.351394534111023,16.4443168640137,4.53252744674683,val,1853,4
284,0.150626420974731,16.3645687103271,3.05864143371582,val,1863,4
285,0.045027405023575,0.452002912759781,0.159635007381439,val,1864,4
286,0.07971428334713,0.376978993415833,0.190758779644966,val,1870,4
287,0.263404190540314,25.2652645111084,4.24361944198608,val,1877,4
288,0.234203487634659,11.7726802825928,3.23544549942017,val,1882,4
289,0.237944066524506,31.8685607910156,4.97406578063965,val,1899,4
290,0.058580499142408,0.527973830699921,0.252060532569885,val,1917,4
291,1.06798946857452,20.1537380218506,6.75088882446289,val,1925,4
292,0.043974511325359,0.276395231485367,0.119805358350277,val,1933,4
293,0.132974401116371,12.5481376647949,2.53565359115601,val,1935,4
294,0.723244607448578,4.44336032867432,1.74800753593445,val,1936,4
295,0.005882263183594,0.350392937660217,0.156618818640709,val,1956,4
296,0.033462435007095,0.860271692276001,0.194870874285698,val,1971,4
297,0.271420478820801,19.9817504882812,6.05958604812622,val,1978,4
298,0.078426562249661,0.683678150177002,0.31599223613739,val,1996,4
299,0.159995391964912,7.00959777832031,1.94897258281708,val,2006,4
300,0.827446341514587,14.5217170715332,3.72266840934753,val,2010,4
301,0.299827635288238,15.8852195739746,6.73230934143066,val,2018,4
302,0.056146655231714,12.0734701156616,2.13388848304749,val,2022,4
303,0.417828589677811,17.6422519683838,7.01237535476685,val,2023,4
304,0.052676934748888,0.414733022451401,0.167359203100205,val,2028,4
305,0.007675231434405,0.327333867549896,0.134421736001968,val,2032,4
306,0.053528185933828,0.482139885425568,0.215805128216743,val,2037,4
307,0.017149589955807,0.250063329935074,0.123655155301094,val,2041,4
308,0.132024213671684,14.0724487304688,2.26763439178467,val,2048,4
309,0.037883263081312,0.62027907371521,0.296019673347473,val,2057,4
310,0.894843339920044,9.85337066650391,2.534743309021,val,2066,4
311,0.056297365576029,9.40430355072022,1.77794528007507,val,2085,4
312,0.148836195468903,14.4242506027222,1.83893275260925,val,2087,4
313,0.353959023952484,23.9588394165039,7.25021648406982,val,2091,4
314,0.409282088279724,12.0846538543701,2.96444296836853,val,2096,4
315,0.025179890915752,0.145668625831604,0.079942509531975,val,2097,4
316,0.458103090524674,6.00972127914429,2.36561346054077,val,2102,4
317,0.0166727732867,0.226205691695213,0.125031858682632,val,2113,4
318,0.079707905650139,19.4850196838379,3.97696566581726,val,2115,4
319,0.060378678143025,13.4203319549561,2.81939578056335,val,2120,4
320,0.040196783840656,0.353960007429123,0.156675145030022,val,2147,4
321,0.628763318061829,14.0451278686523,4.10231447219849,val,2148,4
322,0.202619850635529,6.63619232177734,1.11911737918854,val,2150,4
323,0.192434325814247,11.7166509628296,1.5191330909729,val,2155,4
324,0.09319318830967,17.0826835632324,2.64177179336548,val,2165,4
325,0.457294583320618,17.3632526397705,3.73045682907104,val,2168,4
326,0.052084531635046,2.2681610584259,0.325350642204285,val,2170,4
327,0.186220526695251,28.4558658599853,5.58685541152954,val,2176,4
328,0.047997932881117,0.413232952356339,0.181378751993179,val,2179,4
329,0.83498615026474,8.89037227630615,2.52631521224976,val,2180,4
330,1.08705830574036,13.1505556106567,4.97602844238281,val,2186,4
331,0.315856397151947,16.7891330718994,3.59881663322449,val,2195,4
332,0.279693514108658,15.4229383468628,3.46107840538025,val,2199,4
333,0.067327462136746,1.32729125022888,0.341642916202545,val,2214,4
334,0.594925999641418,26.3060913085937,8.13040256500244,val,2221,4
335,0.194913849234581,14.192569732666,3.15164089202881,val,2236,4
336,0.059090435504913,0.642713129520416,0.315080612897873,val,2238,4
337,0.011836361140013,0.232321217656136,0.118085935711861,val,2241,4
338,0.033299490809441,0.220707878470421,0.126698166131973,val,2244,4
339,0.042811848223209,18.0859909057617,4.26226329803467,val,2251,4
340,0.023338651284576,0.181755542755127,0.097501844167709,val,2267,4
341,0.035178065299988,0.322805255651474,0.137794449925423,val,2278,4
342,0.075111918151379,32.1728134155273,8.48237800598145,val,2283,4
343,0.116677723824978,14.544680595398,1.47988367080688,val,2296,4
344,0.02091047167778,0.414883852005005,0.191591218113899,val,2297,4
345,0.048917215317488,0.677190661430359,0.227773115038872,val,2299,4
346,0.243471205234528,12.4165496826172,2.35699915885925,val,2305,4
347,0.045642551034689,0.210198774933815,0.131758883595467,val,2308,4
348,0.041100062429905,0.356665670871735,0.19961528480053,val,2309,4
349,0.134500429034233,30.2204685211182,5.84385490417481,val,2316,4
350,0.1248739361763,15.4086008071899,2.2224805355072,val,2320,4
351,0.08787102252245,16.181224822998,3.67989230155945,val,2324,4
352,1.00198125839233,8.06599712371826,2.57738041877747,val,2340,4
353,0.041374951601029,15.890811920166,3.29968595504761,val,2341,4
354,0.980758965015411,9.27678775787354,2.75735783576965,val,2347,4
355,0.036303896456957,1.10144567489624,0.340660244226456,val,2360,4
356,0.063594043254852,14.7760896682739,2.7442102432251,val,2366,4
357,0.043269563466311,0.839378416538239,0.356529802083969,val,2368,4
358,0.122651770710945,7.3773307800293,1.89858615398407,val,2371,4
359,0.188027396798134,22.2299003601074,3.49395275115967,val,2399,4
360,0.04299783706665,0.789698660373688,0.33541214466095,val,2413,4
361,0.005383304320276,0.255914807319641,0.122319161891937,val,2425,4
362,0.090934447944164,0.439414024353027,0.253252387046814,val,2433,4
363,0.058650210499764,17.3232021331787,4.8178858757019,val,2435,4
364,0.243747681379318,18.5286140441895,3.75624513626099,val,2438,4
365,0.011668946594,0.492956876754761,0.16179832816124,val,2444,4
366,0.19382107257843,21.9747848510742,5.7885627746582,val,2447,4
367,2.55933213233948,24.5155048370361,8.07152938842773,val,2460,4
368,0.059147216379643,17.1680583953857,6.78416681289673,val,2462,4
369,0.049427267163992,16.6062393188477,6.43708086013794,val,2469,4
370,0.044397015124559,0.563967108726501,0.207327410578728,val,2470,4
371,0.213147208094597,15.3681135177612,3.95887327194214,val,2476,4
372,0.053424287587404,0.418460428714752,0.143904268741608,val,2478,4
373,0.230057775974274,2.3232753276825,0.699446022510529,val,2483,4
374,0.662259519100189,9.85453701019287,2.21678042411804,val,2484,4
375,0.07778387516737,0.80307674407959,0.335479438304901,val,2499,4
376,0.039830151945353,0.781434416770935,0.303432762622833,val,2505,4
377,0.001258734497242,0.466403901576996,0.157081454992294,val,2509,4
378,0.257735401391983,2.98729515075684,0.887546598911285,val,2513,4
379,0.014273472130299,0.268943905830383,0.124752186238766,val,2527,4
380,0.06819499284029,31.8969326019287,7.18733072280884,val,2530,4
381,0.436426937580109,14.4482192993164,3.81428170204163,val,2533,4
382,0.499010682106018,16.1759815216064,3.50950264930725,val,2538,4
383,0.125638335943222,3.17507839202881,0.662167727947235,val,2546,4
384,0.110400281846523,3.0769350528717,0.874525606632233,val,2548,4
385,0.485572844743729,16.9201126098633,3.29756259918213,val,2553,4
386,0.45665118098259,15.6796884536743,1.88785815238953,val,2554,4
387,0.003833305789158,0.333915561437607,0.132008150219917,val,2557,4
388,0.326717704534531,2.51315474510193,1.0897490978241,val,2558,4
389,0.191906914114952,12.5991973876953,1.81030225753784,val,2560,4
390,0.338808983564377,3.88993668556213,1.78312861919403,val,2571,4
391,0.039344690740109,14.3573532104492,1.37654232978821,val,2579,4
392,0.224787950515747,18.5964603424072,5.19704055786133,val,2589,4
393,0.165558770298958,9.05604076385498,1.53182280063629,val,2590,4
394,0.020655239000917,0.26932567358017,0.122366160154343,val,2612,4
395,0.166077598929405,14.9353733062744,2.65902948379517,val,2620,4
396,0.013649795204401,0.297142595052719,0.124784298241138,val,2628,4
397,0.647112905979157,14.6235837936401,3.66826057434082,val,2640,4
398,0.20317542552948,25.183479309082,2.62172484397888,val,2641,4
399,0.102930016815662,13.6810398101807,3.60522651672363,val,2651,4
400,0.461384803056717,16.1915416717529,2.98450565338135,val,2658,4
401,0.074567943811417,30.7590827941895,9.21879386901856,val,2669,4
402,0.035478763282299,0.188284158706665,0.114342540502548,val,2682,4
403,0.009165646508336,0.494558602571487,0.181719437241554,val,2685,4
404,0.084475591778755,12.8573884963989,3.60927700996399,val,2686,4
405,0.230170249938965,38.8772773742676,9.00499057769775,val,2690,4
406,0.174653872847557,3.57231569290161,1.02165424823761,val,2711,4
407,0.714770376682282,15.495267868042,7.91290521621704,val,2712,4
408,0.064143136143684,13.2901020050049,2.51089787483215,val,2729,4
409,0.035713993012905,0.745410978794098,0.257542699575424,val,2730,4
410,0.06468715518713,0.419477730989456,0.215116769075394,val,2735,4
411,0.026471687480807,0.884102880954742,0.180714204907417,val,2743,4
412,0.075565032660961,11.1689176559448,2.4327666759491,val,2747,4
413,0.187398627400398,14.331768989563,3.09963703155518,val,2757,4
414,0.193154036998749,16.1675548553467,3.04198884963989,val,2773,4
415,0.035149775445461,0.983192384243012,0.183869704604149,val,2788,4
416,0.055621594190598,0.195090427994728,0.129291400313377,val,2791,4
417,0.083141662180424,0.883026123046875,0.28403639793396,val,2798,4
418,1.03346383571625,17.702392578125,4.99221992492676,val,2804,4
419,0.313161551952362,24.4976387023926,5.36104488372803,val,2808,4
420,0.021481510251761,0.497002989053726,0.205163270235062,val,2816,4
421,0.02333109267056,0.626725494861603,0.213544800877571,val,2824,4
422,0.760099291801453,12.2811975479126,2.8599693775177,val,2837,4
423,1.01022613048553,13.7208433151245,4.46434640884399,val,2842,4
424,0.082019723951817,12.3834524154663,2.77614164352417,val,2850,4
425,0.040633823722601,17.248514175415,4.25704288482666,val,2851,4
426,0.037644930183888,0.222854271531105,0.111380860209465,val,2852,4
427,0.155516996979713,26.1666660308838,6.92768144607544,val,2869,4
