,MAX,Set,Image
0,0.7817334532737732,val,1
1,23.607439041137695,val,6
2,1.2759517431259155,val,9
3,15.42240047454834,val,13
4,16.71185302734375,val,15
5,16.233524322509766,val,22
6,0.24864450097084045,val,24
7,0.5060977339744568,val,26
8,12.820769309997559,val,28
9,0.8841028809547424,val,31
10,0.524141788482666,val,33
11,25.684110641479492,val,39
12,16.697677612304688,val,44
13,16.393291473388672,val,64
14,9.567560195922852,val,66
15,10.02586841583252,val,77
16,0.7052911520004272,val,83
17,0.3872116506099701,val,90
18,15.770668029785156,val,91
19,27.73306655883789,val,92
20,0.29655027389526367,val,94
21,0.4406992197036743,val,97
22,14.882906913757324,val,98
23,0.5715556144714355,val,108
24,0.3304996192455292,val,125
25,16.05824089050293,val,130
26,0.8072229027748108,val,134
27,0.9076337814331055,val,140
28,16.341203689575195,val,142
29,0.4879283010959625,val,146
30,14.329404830932617,val,149
31,0.6203861832618713,val,153
32,11.281221389770508,val,160
33,19.471725463867188,val,165
34,0.5064303278923035,val,166
35,16.92459487915039,val,170
36,17.90040397644043,val,180
37,16.61136817932129,val,188
38,0.34707528352737427,val,189
39,0.145668625831604,val,197
40,16.600988388061523,val,206
41,0.6447583436965942,val,215
42,6.274270057678223,val,216
43,11.432291030883789,val,225
44,0.26368391513824463,val,232
45,0.24700520932674408,val,235
46,15.065154075622559,val,238
47,10.503689765930176,val,243
48,7.64156436920166,val,251
49,9.39833927154541,val,260
50,23.359994888305664,val,264
51,0.3167041838169098,val,272
52,14.590741157531738,val,276
53,0.2009493112564087,val,277
54,15.155217170715332,val,280
55,16.124425888061523,val,288
56,0.203713521361351,val,291
57,0.908520519733429,val,294
58,0.21601440012454987,val,296
59,15.939699172973633,val,306
60,3.2580549716949463,val,313
61,16.037736892700195,val,317
62,14.88465690612793,val,323
63,0.29095935821533203,val,328
64,16.07538414001465,val,336
65,12.96887493133545,val,337
66,0.24520592391490936,val,339
67,15.730622291564941,val,341
68,16.06048583984375,val,355
69,0.6410911679267883,val,358
70,0.2565767467021942,val,360
71,1.3157168626785278,val,375
72,13.752704620361328,val,379
73,0.7962856888771057,val,394
74,13.698380470275879,val,396
75,0.6533654928207397,val,411
76,20.447179794311523,val,422
77,15.970707893371582,val,430
78,15.419341087341309,val,433
79,0.5791459679603577,val,437
80,7.56212043762207,val,439
81,13.777134895324707,val,458
82,21.701778411865234,val,460
83,6.157732009887695,val,461
84,1.1743113994598389,val,466
85,17.441020965576172,val,467
86,16.474220275878906,val,476
87,20.3030948638916,val,495
88,22.3775577545166,val,505
89,0.41116464138031006,val,519
90,13.49059772491455,val,539
91,15.070784568786621,val,552
92,5.090276718139648,val,555
93,14.421204566955566,val,556
94,1.292248010635376,val,562
95,13.084946632385254,val,576
96,0.21124029159545898,val,582
97,15.897972106933594,val,590
98,0.8442760705947876,val,596
99,0.49498701095581055,val,603
100,0.7310608625411987,val,611
101,13.955979347229004,val,614
102,14.125357627868652,val,634
103,0.6798221468925476,val,635
104,0.36644554138183594,val,645
105,8.574712753295898,val,664
106,15.392598152160645,val,669
107,24.503185272216797,val,675
108,0.8809912800788879,val,680
109,0.7097158432006836,val,689
110,0.4639185070991516,val,705
111,23.84621238708496,val,714
112,0.2545091509819031,val,718
113,16.354795455932617,val,722
114,12.02079963684082,val,735
115,2.204923391342163,val,738
116,23.131484985351562,val,742
117,18.338829040527344,val,747
118,9.690706253051758,val,751
119,2.484447717666626,val,753
120,0.4159519672393799,val,766
121,0.6041223406791687,val,774
122,0.7640572786331177,val,775
123,11.00534439086914,val,777
124,0.8742242455482483,val,782
125,0.145668625831604,val,784
126,12.582236289978027,val,795
127,17.733924865722656,val,798
128,0.3692057430744171,val,799
129,0.145668625831604,val,801
130,12.080280303955078,val,802
131,0.29707860946655273,val,811
132,0.45783543586730957,val,812
133,0.4391272962093353,val,821
134,1.1856423616409302,val,828
135,0.4805130064487457,val,833
136,21.570770263671875,val,836
137,16.860095977783203,val,837
138,16.00832748413086,val,843
139,14.036459922790527,val,852
140,0.4857099950313568,val,854
141,0.7085193991661072,val,856
142,18.024280548095703,val,866
143,8.041553497314453,val,870
144,0.9138964414596558,val,874
145,5.610487461090088,val,875
146,15.213536262512207,val,893
147,0.5173254013061523,val,907
148,12.602787971496582,val,924
149,0.6044971346855164,val,933
150,0.5790519118309021,val,935
151,16.638050079345703,val,938
152,15.611820220947266,val,939
153,29.643260955810547,val,940
154,16.871885299682617,val,941
155,0.6587896943092346,val,947
156,0.3363319933414459,val,951
157,5.503076076507568,val,960
158,11.538873672485352,val,967
159,18.303625106811523,val,972
160,0.32169368863105774,val,976
161,14.38387393951416,val,1017
162,19.147308349609375,val,1029
163,6.930564880371094,val,1045
164,0.38333702087402344,val,1046
165,29.631006240844727,val,1054
166,0.41572538018226624,val,1073
167,20.860231399536133,val,1078
168,0.2763952314853668,val,1091
169,16.203346252441406,val,1093
170,12.830475807189941,val,1098
171,12.40262508392334,val,1099
172,15.327692031860352,val,1102
173,0.6887526512145996,val,1104
174,0.2858988046646118,val,1109
175,19.42591667175293,val,1117
176,10.68332290649414,val,1129
177,26.739450454711914,val,1135
178,16.084630966186523,val,1136
179,4.294416427612305,val,1146
180,26.367168426513672,val,1163
181,0.24439464509487152,val,1165
182,16.509916305541992,val,1177
183,2.015124559402466,val,1185
184,23.520401000976562,val,1200
185,0.6249869465827942,val,1206
186,15.748310089111328,val,1208
187,17.35744285583496,val,1210
188,3.4948720932006836,val,1222
189,0.41179317235946655,val,1225
190,0.28010544180870056,val,1228
191,17.028316497802734,val,1232
192,13.303277015686035,val,1241
193,8.488495826721191,val,1249
194,24.787485122680664,val,1250
195,13.0184326171875,val,1266
196,12.614387512207031,val,1275
197,11.66466236114502,val,1289
198,7.465073108673096,val,1302
199,20.24087142944336,val,1307
200,16.3284912109375,val,1316
201,28.382190704345703,val,1317
202,17.3696231842041,val,1329
203,11.365428924560547,val,1338
204,0.4453756511211395,val,1343
205,24.822921752929688,val,1353
206,22.707956314086914,val,1355
207,13.873452186584473,val,1358
208,0.9724462032318115,val,1380
209,18.154565811157227,val,1385
210,8.257256507873535,val,1395
211,0.5647607445716858,val,1396
212,0.5791459679603577,val,1410
213,29.549579620361328,val,1415
214,5.06666898727417,val,1416
215,0.31299397349357605,val,1418
216,0.30165407061576843,val,1422
217,15.965492248535156,val,1425
218,14.18683910369873,val,1436
219,18.77712059020996,val,1443
220,16.834035873413086,val,1444
221,11.318981170654297,val,1445
