,MAED,Set,Image
0,2.977811574935913,val,1
1,1.2164151668548584,val,2
2,0.961467444896698,val,21
3,1.5980302095413208,val,25
4,1.0635019540786743,val,37
5,0.6422051191329956,val,38
6,5.1594038009643555,val,45
7,4.031540393829346,val,50
8,1.3647516965866089,val,59
9,3.98300838470459,val,67
10,3.0794777870178223,val,72
11,1.545833706855774,val,77
12,1.3326164484024048,val,93
13,1.8501129150390625,val,105
14,1.9716079235076904,val,108
15,2.367751359939575,val,114
16,2.3540232181549072,val,116
17,2.338658332824707,val,124
18,1.4873199462890625,val,133
19,3.460235834121704,val,152
20,0.25277745723724365,val,161
21,4.394147872924805,val,176
22,2.0734219551086426,val,197
23,0.5112468600273132,val,200
24,0.24665716290473938,val,204
25,2.368112087249756,val,211
26,0.4956618845462799,val,217
27,0.7101686596870422,val,225
28,0.49178993701934814,val,227
29,6.391292095184326,val,229
30,1.4062418937683105,val,231
31,0.5341770052909851,val,244
32,2.2856016159057617,val,264
33,2.114522933959961,val,270
34,2.2961957454681396,val,300
35,1.9945188760757446,val,307
36,0.7660059332847595,val,316
37,0.9369850158691406,val,338
38,0.7747547030448914,val,352
39,0.3094693422317505,val,362
40,1.0113639831542969,val,369
41,0.7810927629470825,val,370
42,2.5160558223724365,val,372
43,0.8618660569190979,val,385
44,1.0093132257461548,val,388
45,4.982451915740967,val,405
46,0.6676145792007446,val,416
47,2.9761581420898438,val,434
48,0.6118698120117188,val,435
49,7.953859806060791,val,437
50,4.11958646774292,val,441
51,0.7291545867919922,val,442
52,2.7163872718811035,val,443
53,2.2800133228302,val,450
54,0.5972837209701538,val,452
55,0.7169429063796997,val,457
56,0.4913811981678009,val,480
57,3.9197592735290527,val,482
58,1.3250832557678223,val,490
59,2.7177016735076904,val,491
60,0.3076797127723694,val,496
61,0.9928407073020935,val,507
62,0.3764171600341797,val,508
63,0.8479403853416443,val,511
64,1.636419415473938,val,521
65,2.0420050621032715,val,533
66,5.926687240600586,val,539
67,1.1939232349395752,val,545
68,4.981328964233398,val,548
69,4.9108428955078125,val,563
70,1.268511414527893,val,570
71,3.3890750408172607,val,571
72,4.599404811859131,val,572
73,1.4326682090759277,val,573
74,1.2108129262924194,val,586
75,1.4226661920547485,val,591
76,0.31139299273490906,val,599
77,0.8230753540992737,val,604
78,0.7186829447746277,val,606
79,7.934813022613525,val,608
80,0.6180814504623413,val,612
81,0.6112814545631409,val,615
82,0.5668571591377258,val,619
83,1.2422016859054565,val,628
84,0.25867846608161926,val,635
85,1.6432063579559326,val,639
86,1.9106321334838867,val,645
87,1.9779762029647827,val,652
88,0.24571484327316284,val,660
89,0.8297301530838013,val,665
90,0.23753175139427185,val,667
91,2.8305671215057373,val,680
92,1.4340211153030396,val,682
93,0.7122162580490112,val,691
94,0.3692190945148468,val,692
95,1.2269392013549805,val,703
96,1.4843926429748535,val,708
97,0.5767554640769958,val,735
98,0.3077006936073303,val,742
99,0.6543497443199158,val,747
100,5.174001693725586,val,749
101,1.5129295587539673,val,752
102,1.9450410604476929,val,753
103,8.146110534667969,val,754
104,0.32382407784461975,val,764
