,MAED,Set,Image
0,15.182123184204102,val,1
1,15.706883430480957,val,2
2,13.993366241455078,val,21
3,14.895193099975586,val,25
4,14.620857238769531,val,37
5,13.211701393127441,val,38
6,18.43101692199707,val,45
7,18.54116439819336,val,50
8,16.887493133544922,val,59
9,19.494232177734375,val,67
10,20.832134246826172,val,72
11,15.408260345458984,val,77
12,15.699153900146484,val,93
13,15.93067741394043,val,105
14,15.891047477722168,val,108
15,15.803041458129883,val,114
16,17.41873550415039,val,116
17,16.77301025390625,val,124
18,12.888900756835938,val,133
19,18.51739501953125,val,152
20,12.85417366027832,val,161
21,17.752840042114258,val,176
22,14.201506614685059,val,197
23,14.972301483154297,val,200
24,14.304109573364258,val,204
25,15.682779312133789,val,211
26,13.202275276184082,val,217
27,12.989461898803711,val,225
28,13.764805793762207,val,227
29,20.461233139038086,val,229
30,17.750675201416016,val,231
31,15.384821891784668,val,244
32,13.43315315246582,val,264
33,14.949825286865234,val,270
34,16.540430068969727,val,300
35,16.026878356933594,val,307
36,16.132183074951172,val,316
37,14.484779357910156,val,338
38,13.129860877990723,val,352
39,14.915802955627441,val,362
40,13.87558364868164,val,369
41,13.084716796875,val,370
42,17.56083106994629,val,372
43,12.94630241394043,val,385
44,15.26059627532959,val,388
45,16.557260513305664,val,405
46,15.041463851928711,val,416
47,14.964872360229492,val,434
48,12.967098236083984,val,435
49,16.853464126586914,val,437
50,17.089614868164062,val,441
51,18.163436889648438,val,442
52,15.029630661010742,val,443
53,13.976011276245117,val,450
54,13.81207275390625,val,452
55,15.365259170532227,val,457
56,14.233662605285645,val,480
57,18.395097732543945,val,482
58,15.173927307128906,val,490
59,15.393016815185547,val,491
60,13.402134895324707,val,496
61,14.884714126586914,val,507
62,13.113300323486328,val,508
63,13.690803527832031,val,511
64,15.166128158569336,val,521
65,15.195577621459961,val,533
66,19.617687225341797,val,539
67,14.36962890625,val,545
68,18.674396514892578,val,548
69,17.374786376953125,val,563
70,13.831379890441895,val,570
71,17.307044982910156,val,571
72,15.761722564697266,val,572
73,14.983154296875,val,573
74,17.281524658203125,val,586
75,15.126164436340332,val,591
76,13.039073944091797,val,599
77,15.48072624206543,val,604
78,14.336509704589844,val,606
79,22.1170597076416,val,608
80,14.291894912719727,val,612
81,15.251025199890137,val,615
82,14.801933288574219,val,619
83,14.909708023071289,val,628
84,13.606218338012695,val,635
85,16.091949462890625,val,639
86,14.094147682189941,val,645
87,13.872336387634277,val,652
88,13.844144821166992,val,660
89,15.369709968566895,val,665
90,13.693452835083008,val,667
91,15.714719772338867,val,680
92,16.5975399017334,val,682
93,13.67896842956543,val,691
94,13.282454490661621,val,692
95,15.887577056884766,val,703
96,14.937077522277832,val,708
97,13.267332077026367,val,735
98,12.956363677978516,val,742
99,16.514745712280273,val,747
100,16.860004425048828,val,749
101,14.307497024536133,val,752
102,13.466695785522461,val,753
103,25.280988693237305,val,754
104,13.33051872253418,val,764
105,13.354889869689941,val,769
106,15.78469467163086,val,773
107,13.827884674072266,val,799
108,14.535266876220703,val,800
109,15.277327537536621,val,808
110,19.1185359954834,val,815
111,17.574665069580078,val,843
112,14.645437240600586,val,848
113,15.450935363769531,val,850
114,18.226028442382812,val,857
115,14.845003128051758,val,859
116,12.91524600982666,val,866
117,13.833845138549805,val,870
118,13.912201881408691,val,882
119,18.964187622070312,val,889
120,15.963187217712402,val,892
121,13.478851318359375,val,894
122,15.265043258666992,val,895
123,15.617269515991211,val,901
124,13.06416130065918,val,911
125,12.991462707519531,val,925
126,24.196718215942383,val,926
127,16.060876846313477,val,930
128,16.342002868652344,val,933
129,13.30350112915039,val,957
130,14.177275657653809,val,972
131,13.178068161010742,val,975
132,14.059896469116211,val,977
133,14.715818405151367,val,982
134,14.199701309204102,val,984
135,13.36762523651123,val,987
136,15.824750900268555,val,994
137,14.226600646972656,val,999
138,13.746284484863281,val,1008
139,14.16065788269043,val,1009
140,19.822277069091797,val,1024
141,13.76118278503418,val,1027
142,13.584270477294922,val,1028
143,18.620203018188477,val,1034
144,13.663551330566406,val,1036
145,16.410036087036133,val,1043
146,15.245590209960938,val,1045
147,19.02692985534668,val,1048
148,16.850692749023438,val,1061
149,18.00948715209961,val,1062
150,18.882457733154297,val,1070
151,13.160429000854492,val,1080
152,13.294635772705078,val,1084
153,14.171853065490723,val,1085
154,16.250354766845703,val,1098
155,16.18984603881836,val,1101
156,19.727222442626953,val,1126
157,17.849119186401367,val,1132
158,12.995553970336914,val,1134
159,12.754199981689453,val,1153
160,12.920480728149414,val,1157
161,13.62594985961914,val,1158
162,20.10935401916504,val,1159
163,18.27790069580078,val,1162
164,13.593156814575195,val,1176
165,16.15665626525879,val,1178
