epoch,loss,mape,val_loss,val_mape
0,2.2875988483428955,100.45045471191406,2.2043685913085938,99.88841247558594
1,1.609905481338501,83.33905029296875,2.199418544769287,99.77325439453125
2,1.0374583005905151,65.30416107177734,2.1933393478393555,99.63109588623047
3,0.590339183807373,47.09191131591797,2.1856181621551514,99.4499740600586
4,0.2838898301124573,30.253610610961914,2.175814390182495,99.2197036743164
5,0.11528655886650085,18.045541763305664,2.163957118988037,98.9411392211914
6,0.060064855962991714,14.035990715026855,2.151029348373413,98.63782501220703
7,0.08186232298612595,17.884584426879883,2.139378547668457,98.36544036865234
8,0.12616699934005737,23.400678634643555,2.131303310394287,98.17876434326172
9,0.13448679447174072,24.635929107666016,2.127349376678467,98.09107208251953
10,0.07658317685127258,18.473011016845703,2.1262738704681396,98.07276153564453
11,0.0187617726624012,8.809455871582031,2.126955270767212,98.095947265625
12,0.006957914214581251,4.3373613357543945,2.1277103424072266,98.11994934082031
13,0.014574755914509296,6.402922630310059,2.1275525093078613,98.12092590332031
14,0.016787566244602203,6.767515659332275,2.12646222114563,98.09854125976562
15,0.015254936181008816,6.939166069030762,2.1249940395355225,98.0660629272461
16,0.01735018938779831,7.913582801818848,2.1238362789154053,98.04020690917969
17,0.019882719963788986,8.453967094421387,2.123347043991089,98.02965545654297
18,0.018060917034745216,8.012609481811523,2.123487710952759,98.03345489501953
19,0.014852949418127537,7.32583475112915,2.1238889694213867,98.04267120361328
20,0.013290854170918465,6.951874732971191,2.124018430709839,98.04478454589844
21,0.012245907448232174,6.698476314544678,2.123462200164795,98.03022003173828
22,0.010118803940713406,6.114516258239746,2.12216854095459,97.99785614013672
23,0.007449189200997353,5.160597324371338,2.120466947555542,97.95545196533203
24,0.005647218320518732,4.217770099639893,2.1189184188842773,97.91622161865234
25,0.004955448675900698,3.524733304977417,2.1180496215820312,97.89264678955078
26,0.0044084759429097176,3.066913604736328,2.118084669113159,97.89015197753906
27,0.0034006391651928425,2.6942367553710938,2.1188347339630127,97.90449523925781
28,0.002399301389232278,2.4758105278015137,2.1198196411132812,97.92461395263672
29,0.0020483150146901608,2.6080029010772705,2.1205272674560547,97.93861389160156
30,0.0022182681132107973,2.8847568035125732,2.120633363723755,97.93888092041016
31,0.0022855044808238745,2.9716556072235107,2.12007212638855,97.923828125
32,0.0020129194017499685,2.769289493560791,2.1190054416656494,97.897216796875
33,0.0017227878561243415,2.490025043487549,2.117748737335205,97.86642456054688
34,0.0017122423741966486,2.384061336517334,2.116659164428711,97.83987426757812
35,0.0018403548747301102,2.421543598175049,2.115995168685913,97.82361602783203
36,0.0017829261487349868,2.4030799865722656,2.1157937049865723,97.81854248046875
37,0.0014923744602128863,2.2891743183135986,2.115873336791992,97.82035827636719
38,0.0012154162395745516,2.1497042179107666,2.1159415245056152,97.82208251953125
39,0.0011234740959480405,2.0222842693328857,2.1157283782958984,97.8172836303711
40,0.0011086392914876342,1.893540620803833,2.1150896549224854,97.80245971679688
41,0.0009893220849335194,1.7349176406860352,2.1140482425689697,97.778076171875
