,MIN,Set,Image
0,0.010262398980557919,val,1
1,0.015836287289857864,val,2
2,0.027121691033244133,val,21
3,0.037270333617925644,val,25
4,0.020628971979022026,val,37
5,0.019247423857450485,val,38
6,0.029847577214241028,val,45
7,0.046982668340206146,val,50
8,0.23765772581100464,val,59
9,0.042064592242240906,val,67
10,0.11089280992746353,val,72
11,0.02790219895541668,val,77
12,0.040782492607831955,val,93
13,0.6675858497619629,val,105
14,0.10057990998029709,val,108
15,0.22043992578983307,val,114
16,0.47656145691871643,val,116
17,0.03944770246744156,val,124
18,0.014758012257516384,val,133
19,0.03845280408859253,val,152
20,0.02143891155719757,val,161
21,0.027366261929273605,val,176
22,0.327008455991745,val,197
23,0.014301101677119732,val,200
24,0.015285457484424114,val,204
25,0.036841001361608505,val,211
26,0.06760476529598236,val,217
27,0.05849938839673996,val,225
28,0.01502649113535881,val,227
29,0.09442713856697083,val,229
30,0.0377013124525547,val,231
31,0.028998183086514473,val,244
32,0.0832303911447525,val,264
33,0.09914373606443405,val,270
34,0.038115255534648895,val,300
35,0.077903613448143,val,307
36,0.012358462437987328,val,316
37,0.021373948082327843,val,338
38,0.029515134170651436,val,352
39,0.025644291192293167,val,362
40,0.06658963114023209,val,369
41,0.021473469212651253,val,370
42,0.03537081927061081,val,372
43,0.03475416824221611,val,385
44,0.03350862115621567,val,388
45,0.3661816120147705,val,405
46,0.023182861506938934,val,416
47,0.024316010996699333,val,434
48,0.022705145180225372,val,435
49,0.03478041663765907,val,437
50,0.028972428292036057,val,441
51,0.21767540276050568,val,442
52,0.017137249931693077,val,443
53,0.03455090522766113,val,450
54,0.02186330407857895,val,452
55,0.27115899324417114,val,457
56,0.06844392418861389,val,480
57,0.03919216990470886,val,482
58,0.03128703311085701,val,490
59,0.13468962907791138,val,491
60,0.01213871594518423,val,496
61,0.039439160376787186,val,507
62,0.06681858748197556,val,508
63,0.1876881867647171,val,511
64,0.018010040745139122,val,521
65,0.029127346351742744,val,533
66,0.03963011875748634,val,539
67,0.12848018109798431,val,545
68,3.646601438522339,val,548
69,0.06239255890250206,val,563
70,0.18769580125808716,val,570
71,0.023396112024784088,val,571
