,Accuracy,Image,Set,Experiment
0,0.6474576271186441,160,val,2
1,0.722972972972973,161,val,2
2,0.6666666666666666,162,val,2
3,0.67,163,val,2
4,0.6677740863787376,164,val,2
5,0.6600660066006601,165,val,2
6,0.6721854304635762,166,val,2
7,0.6622516556291391,167,val,2
8,0.6688741721854304,168,val,2
9,0.6456953642384106,169,val,2
10,0.6026490066225165,170,val,2
11,0.6039603960396039,171,val,2
12,0.6666666666666666,172,val,2
13,0.6468646864686468,173,val,2
14,0.6633663366336634,174,val,2
15,0.7161716171617162,175,val,2
16,0.6732673267326733,176,val,2
17,0.6996699669966997,177,val,2
18,0.7953795379537953,178,val,2
19,0.6996699669966997,179,val,2
20,0.297029702970297,180,val,2
21,0.21782178217821782,181,val,2
22,0.2558139534883721,182,val,2
23,0.24834437086092714,183,val,2
24,0.31788079470198677,184,val,2
25,0.26490066225165565,185,val,2
26,0.34539473684210525,186,val,2
27,0.3344262295081967,187,val,2
28,0.28664495114006516,188,val,2
29,0.28664495114006516,189,val,2
30,0.2750809061488673,190,val,2
31,0.23548387096774193,191,val,2
32,0.22580645161290322,192,val,2
33,0.24437299035369775,193,val,2
34,0.2540192926045016,194,val,2
35,0.2379421221864952,195,val,2
36,0.2621359223300971,196,val,2
37,0.267741935483871,197,val,2
38,0.26129032258064516,198,val,2
39,0.23225806451612904,199,val,2
40,0.4557823129251701,200,test,2
41,0.4523809523809524,201,test,2
42,0.3945578231292517,202,test,2
43,0.4217687074829932,203,test,2
44,0.43537414965986393,204,test,2
45,0.45051194539249145,205,test,2
46,0.4539249146757679,206,test,2
47,0.4300341296928328,207,test,2
48,0.47440273037542663,208,test,2
49,0.47440273037542663,209,test,2
50,0.4709897610921502,210,test,2
51,0.45051194539249145,211,test,2
52,0.4129692832764505,212,test,2
53,0.48464163822525597,213,test,2
54,0.46757679180887374,214,test,2
55,0.45733788395904434,215,test,2
56,0.4778156996587031,216,test,2
57,0.47440273037542663,217,test,2
58,0.447098976109215,218,test,2
59,0.43686006825938567,219,test,2
60,0.33974358974358976,220,test,2
61,0.375,221,test,2
62,0.34935897435897434,222,test,2
63,0.3535031847133758,223,test,2
64,0.40445859872611467,224,test,2
65,0.3821656050955414,225,test,2
66,0.3630573248407643,226,test,2
67,0.3343949044585987,227,test,2
68,0.35668789808917195,228,test,2
69,0.3503184713375796,229,test,2
70,0.37898089171974525,230,test,2
71,0.37579617834394907,231,test,2
72,0.37898089171974525,232,test,2
73,0.39490445859872614,233,test,2
74,0.3885350318471338,234,test,2
75,0.37261146496815284,235,test,2
76,0.36942675159235666,236,test,2
77,0.32802547770700635,237,test,2
78,0.3535031847133758,238,test,2
79,0.37261146496815284,239,test,2
