,Accuracy,Image,Set,Experiment
0,0.6033898305084746,160,val,8
1,0.6317567567567568,161,val,8
2,0.62,162,val,8
3,0.5833333333333334,163,val,8
4,0.5946843853820598,164,val,8
5,0.5973597359735974,165,val,8
6,0.5827814569536424,166,val,8
7,0.609271523178808,167,val,8
8,0.5728476821192053,168,val,8
9,0.6986754966887417,169,val,8
10,0.5728476821192053,170,val,8
11,0.594059405940594,171,val,8
12,0.6039603960396039,172,val,8
13,0.5775577557755776,173,val,8
14,0.594059405940594,174,val,8
15,0.570957095709571,175,val,8
16,0.6501650165016502,176,val,8
17,0.6798679867986799,177,val,8
18,0.5577557755775577,178,val,8
19,0.6237623762376238,179,val,8
20,0.3795379537953795,180,val,8
21,0.39933993399339934,181,val,8
22,0.4053156146179402,182,val,8
23,0.3675496688741722,183,val,8
24,0.36423841059602646,184,val,8
25,0.4271523178807947,185,val,8
26,0.48026315789473684,186,val,8
27,0.4360655737704918,187,val,8
28,0.40390879478827363,188,val,8
29,0.4234527687296417,189,val,8
30,0.3883495145631068,190,val,8
31,0.4290322580645161,191,val,8
32,0.33225806451612905,192,val,8
33,0.40192926045016075,193,val,8
34,0.40514469453376206,194,val,8
35,0.40836012861736337,195,val,8
36,0.3948220064724919,196,val,8
37,0.4161290322580645,197,val,8
38,0.4032258064516129,198,val,8
39,0.34516129032258064,199,val,8
40,0.6564625850340136,200,test,8
41,0.6258503401360545,201,test,8
42,0.6564625850340136,202,test,8
43,0.6836734693877551,203,test,8
44,0.6972789115646258,204,test,8
45,0.6279863481228669,205,test,8
46,0.6791808873720137,206,test,8
47,0.6928327645051194,207,test,8
48,0.6621160409556314,208,test,8
49,0.6655290102389079,209,test,8
50,0.6416382252559727,210,test,8
51,0.6655290102389079,211,test,8
52,0.6040955631399317,212,test,8
53,0.658703071672355,213,test,8
54,0.6484641638225256,214,test,8
55,0.6518771331058021,215,test,8
56,0.6450511945392492,216,test,8
57,0.689419795221843,217,test,8
58,0.6552901023890785,218,test,8
59,0.6348122866894198,219,test,8
60,0.15384615384615385,220,test,8
61,0.14423076923076922,221,test,8
62,0.16666666666666666,222,test,8
63,0.21337579617834396,223,test,8
64,0.14968152866242038,224,test,8
65,0.17197452229299362,225,test,8
66,0.16560509554140126,226,test,8
67,0.16878980891719744,227,test,8
68,0.17197452229299362,228,test,8
69,0.1624203821656051,229,test,8
70,0.14331210191082802,230,test,8
71,0.1592356687898089,231,test,8
72,0.16878980891719744,232,test,8
73,0.16560509554140126,233,test,8
74,0.16878980891719744,234,test,8
75,0.1751592356687898,235,test,8
76,0.16560509554140126,236,test,8
77,0.1592356687898089,237,test,8
78,0.20063694267515925,238,test,8
79,0.24203821656050956,239,test,8
