,MAX,Set,Image
0,16.611452102661133,val,1
1,7.776057720184326,val,2
2,2.2609527111053467,val,21
3,13.27746295928955,val,25
4,10.863496780395508,val,37
5,6.8216118812561035,val,38
6,20.461923599243164,val,45
7,13.744043350219727,val,50
8,15.365582466125488,val,59
9,15.07656478881836,val,67
10,15.918514251708984,val,72
11,8.932785987854004,val,77
12,15.932456970214844,val,93
13,9.241446495056152,val,105
14,4.90390682220459,val,108
15,6.528414249420166,val,114
16,8.638182640075684,val,116
17,16.074420928955078,val,124
18,1.896256446838379,val,133
19,16.647253036499023,val,152
20,0.30437061190605164,val,161
21,18.95183753967285,val,176
22,3.750950574874878,val,197
23,0.6096134185791016,val,200
24,0.8325892090797424,val,204
25,0.7830297350883484,val,211
26,1.5592727661132812,val,217
27,12.187192916870117,val,225
28,0.30637696385383606,val,227
29,22.526050567626953,val,229
30,6.360922813415527,val,231
31,4.800471782684326,val,244
32,19.47899055480957,val,264
33,11.269561767578125,val,270
34,16.445194244384766,val,300
35,2.552137613296509,val,307
36,3.0147488117218018,val,316
37,18.796714782714844,val,338
38,6.518470287322998,val,352
39,0.25475364923477173,val,362
40,1.3906182050704956,val,369
41,5.901669979095459,val,370
42,17.82769775390625,val,372
43,0.11230070888996124,val,385
44,16.228954315185547,val,388
45,16.9567928314209,val,405
46,16.140565872192383,val,416
47,15.931625366210938,val,434
48,0.22591641545295715,val,435
49,20.354793548583984,val,437
50,28.058042526245117,val,441
51,15.991543769836426,val,442
52,7.4274373054504395,val,443
53,11.364511489868164,val,450
54,1.7230503559112549,val,452
55,1.1062124967575073,val,457
56,1.8967595100402832,val,480
57,26.310701370239258,val,482
58,16.375764846801758,val,490
59,8.335099220275879,val,491
60,0.24932526051998138,val,496
61,13.207515716552734,val,507
62,0.5387330651283264,val,508
63,1.1048170328140259,val,511
64,1.2648124694824219,val,521
65,12.910388946533203,val,533
66,28.252334594726562,val,539
67,5.52043342590332,val,545
68,19.630706787109375,val,548
69,15.922049522399902,val,563
70,4.604033946990967,val,570
71,15.923454284667969,val,571
72,16.05940818786621,val,572
73,16.029062271118164,val,573
74,15.478837013244629,val,586
