,Accuracy,Image,Set,Experiment
3708,1.0,681,test,6
3709,1.0,686,test,6
3710,1.0,705,test,6
3711,1.0,706,test,6
3712,1.0,717,test,6
3713,1.0,725,test,6
3714,1.0,726,test,6
3715,1.0,739,test,6
3716,1.0,751,test,6
3717,1.0,759,test,6
3718,1.0,761,test,6
3719,0.7727272727272727,763,test,6
3720,1.0,765,test,6
3721,1.0,766,test,6
3722,1.0,778,test,6
3723,1.0,785,test,6
3724,1.0,786,test,6
3725,1.0,787,test,6
3726,1.0,790,test,6
3727,0.9090909090909091,794,test,6
3728,1.0,797,test,6
3729,1.0,802,test,6
3730,1.0,804,test,6
3731,0.8947368421052632,810,test,6
3732,1.0,813,test,6
3733,1.0,817,test,6
3734,1.0,819,test,6
3735,0.9545454545454546,834,test,6
3736,1.0,858,test,6
3737,1.0,869,test,6
3738,1.0,888,test,6
3739,1.0,896,test,6
3740,1.0,898,test,6
3741,1.0,908,test,6
3742,0.8,914,test,6
3743,1.0,917,test,6
3744,1.0,919,test,6
3745,1.0,921,test,6
3746,1.0,931,test,6
3747,1.0,932,test,6
3748,0.9545454545454546,940,test,6
3749,1.0,941,test,6
3750,1.0,945,test,6
3751,1.0,960,test,6
3752,1.0,980,test,6
3753,0.95,990,test,6
3754,1.0,1013,test,6
3755,1.0,1016,test,6
3756,0.625,1018,test,6
3757,0.9090909090909091,1021,test,6
3758,0.9473684210526315,1025,test,6
3759,1.0,1040,test,6
3760,1.0,1049,test,6
3761,0.8888888888888888,1060,test,6
3762,1.0,1088,test,6
3763,1.0,1090,test,6
3764,0.8947368421052632,1094,test,6
3765,1.0,1111,test,6
3766,1.0,1112,test,6
3767,1.0,1118,test,6
3768,1.0,1123,test,6
3769,1.0,1137,test,6
3770,1.0,1139,test,6
3771,1.0,1146,test,6
3772,1.0,1156,test,6
3773,1.0,1187,test,6
3774,0.9473684210526315,1188,test,6
3775,1.0,1197,test,6
3776,1.0,1216,test,6
3777,0.9130434782608695,1226,test,6
3778,0.9,1235,test,6
3779,1.0,1239,test,6
3780,0.9,1246,test,6
3781,1.0,1255,test,6
3782,1.0,1263,test,6
3783,1.0,1268,test,6
3784,1.0,1269,test,6
3785,1.0,1274,test,6
3786,1.0,1278,test,6
3787,1.0,1285,test,6
3788,1.0,1287,test,6
3789,0.8125,1302,test,6
3790,0.92,1308,test,6
3791,0.9,1309,test,6
3792,1.0,1316,test,6
3793,1.0,1321,test,6
3794,1.0,1331,test,6
3795,1.0,1352,test,6
3796,1.0,1375,test,6
3797,1.0,1377,test,6
3798,1.0,1385,test,6
3799,1.0,1386,test,6
3800,1.0,1390,test,6
3801,1.0,1392,test,6
3802,1.0,1404,test,6
3803,1.0,1408,test,6
3804,0.9545454545454546,1423,test,6
3805,1.0,1424,test,6
3806,1.0,1435,test,6
3807,1.0,1436,test,6
3808,0.9583333333333334,1439,test,6
3809,1.0,1442,test,6
3810,1.0,1448,test,6
3811,1.0,1458,test,6
3812,1.0,1480,test,6
3813,1.0,1482,test,6
3814,1.0,1485,test,6
3815,1.0,1487,test,6
3816,1.0,1489,test,6
3817,1.0,1496,test,6
3818,1.0,1503,test,6
3819,1.0,1505,test,6
3820,1.0,1506,test,6
3821,1.0,1510,test,6
3822,1.0,1516,test,6
3823,1.0,1522,test,6
3824,1.0,1529,test,6
3825,0.9166666666666666,1551,test,6
3826,0.9166666666666666,1570,test,6
3827,1.0,1589,test,6
3828,0.95,1604,test,6
3829,1.0,1614,test,6
3830,0.92,1635,test,6
3831,1.0,1636,test,6
3832,1.0,1639,test,6
3833,0.9565217391304348,1641,test,6
3834,0.9545454545454546,1654,test,6
3835,1.0,1664,test,6
3836,1.0,1666,test,6
3837,1.0,1668,test,6
3838,0.8571428571428571,1669,test,6
3839,0.9,1676,test,6
3840,1.0,1677,test,6
3841,1.0,1679,test,6
3842,0.84,1682,test,6
3843,1.0,1687,test,6
3844,1.0,1692,test,6
3845,1.0,1700,test,6
3846,1.0,1708,test,6
3847,1.0,1710,test,6
3848,1.0,1716,test,6
3849,1.0,1723,test,6
3850,1.0,1731,test,6
3851,1.0,1737,test,6
3852,0.84,1739,test,6
3853,1.0,1740,test,6
3854,0.8,1741,test,6
3855,1.0,1752,test,6
3856,1.0,1753,test,6
3857,1.0,1770,test,6
3858,1.0,1774,test,6
3859,0.92,1780,test,6
3860,1.0,1786,test,6
3861,0.9090909090909091,1796,test,6
3862,1.0,1798,test,6
3863,1.0,1799,test,6
3864,1.0,1802,test,6
3865,1.0,1813,test,6
3866,1.0,1834,test,6
3867,1.0,1838,test,6
3868,1.0,1849,test,6
3869,0.6666666666666666,1851,test,6
3870,1.0,1853,test,6
3871,1.0,1858,test,6
3872,1.0,1859,test,6
3873,1.0,1897,test,6
3874,1.0,1906,test,6
3875,1.0,1918,test,6
3876,0.95,1926,test,6
3877,1.0,1941,test,6
3878,1.0,1942,test,6
3879,1.0,1958,test,6
3880,1.0,1966,test,6
3881,1.0,1977,test,6
3882,1.0,1981,test,6
3883,1.0,1994,test,6
3884,1.0,1995,test,6
3885,1.0,2000,test,6
3886,1.0,2003,test,6
3887,1.0,2004,test,6
3888,1.0,2007,test,6
3889,0.9,2009,test,6
3890,1.0,2022,test,6
3891,0.9047619047619048,2028,test,6
3892,1.0,2030,test,6
3893,0.95,2032,test,6
3894,0.95,2033,test,6
3895,1.0,2034,test,6
3896,1.0,2038,test,6
3897,1.0,2040,test,6
3898,1.0,2048,test,6
3899,1.0,2062,test,6
3900,1.0,2064,test,6
3901,1.0,2065,test,6
3902,1.0,2074,test,6
3903,0.92,2075,test,6
3904,1.0,2079,test,6
3905,0.84,2092,test,6
3906,1.0,2095,test,6
3907,1.0,2098,test,6
3908,1.0,2102,test,6
3909,1.0,2103,test,6
3910,1.0,2104,test,6
3911,1.0,2118,test,6
3912,1.0,2133,test,6
3913,1.0,2143,test,6
3914,0.95,2146,test,6
3915,1.0,2147,test,6
3916,1.0,2149,test,6
3917,1.0,2152,test,6
3918,1.0,2166,test,6
3919,1.0,2174,test,6
3920,1.0,2193,test,6
3921,1.0,2233,test,6
3922,1.0,2237,test,6
3923,0.92,2249,test,6
3924,1.0,2264,test,6
3925,1.0,2267,test,6
3926,1.0,2268,test,6
3927,1.0,2271,test,6
3928,1.0,2274,test,6
3929,1.0,2283,test,6
3930,1.0,2284,test,6
3931,1.0,2288,test,6
3932,1.0,2292,test,6
3933,1.0,2294,test,6
3934,1.0,2302,test,6
3935,1.0,2311,test,6
3936,1.0,2319,test,6
3937,1.0,2320,test,6
3938,0.9473684210526315,2356,test,6
3939,1.0,2359,test,6
3940,1.0,2364,test,6
3941,1.0,2369,test,6
3942,1.0,2374,test,6
3943,0.92,2375,test,6
3944,1.0,2379,test,6
3945,1.0,2385,test,6
3946,1.0,2393,test,6
3947,1.0,2396,test,6
3948,1.0,2410,test,6
3949,1.0,2429,test,6
3950,1.0,2458,test,6
3951,1.0,2467,test,6
3952,1.0,2469,test,6
3953,0.9583333333333334,2475,test,6
3954,1.0,2481,test,6
3955,1.0,2482,test,6
3956,0.92,2484,test,6
3957,1.0,2488,test,6
3958,1.0,2500,test,6
3959,1.0,2525,test,6
3960,1.0,2526,test,6
3961,1.0,2528,test,6
3962,0.92,2531,test,6
3963,1.0,2536,test,6
3964,0.92,2538,test,6
3965,1.0,2542,test,6
3966,1.0,2548,test,6
3967,1.0,2553,test,6
3968,1.0,2574,test,6
3969,1.0,2595,test,6
3970,1.0,2597,test,6
3971,0.5909090909090909,2606,test,6
3972,1.0,2607,test,6
3973,1.0,2611,test,6
3974,0.9545454545454546,2619,test,6
3975,0.92,2622,test,6
3976,1.0,2624,test,6
3977,1.0,2626,test,6
3978,1.0,2628,test,6
3979,1.0,2630,test,6
3980,1.0,2633,test,6
3981,1.0,2635,test,6
3982,1.0,2646,test,6
3983,0.84,2655,test,6
3984,1.0,2659,test,6
3985,1.0,2660,test,6
3986,0.9583333333333334,2667,test,6
3987,1.0,2678,test,6
3988,1.0,2683,test,6
3989,1.0,2712,test,6
3990,0.9545454545454546,2715,test,6
3991,1.0,2718,test,6
3992,1.0,2722,test,6
3993,1.0,2723,test,6
3994,0.72,2729,test,6
3995,1.0,2732,test,6
3996,1.0,2752,test,6
3997,1.0,2753,test,6
3998,0.9047619047619048,2764,test,6
3999,1.0,2765,test,6
4000,1.0,2768,test,6
4001,0.8,2775,test,6
4002,0.9545454545454546,2778,test,6
4003,1.0,2780,test,6
4004,1.0,2785,test,6
4005,1.0,2792,test,6
4006,1.0,2807,test,6
4007,0.9565217391304348,2812,test,6
4008,1.0,2813,test,6
4009,1.0,2823,test,6
4010,1.0,2833,test,6
4011,1.0,2839,test,6
4012,1.0,2842,test,6
4013,1.0,2849,test,6
4014,1.0,2850,test,6
4015,1.0,2854,test,6
4016,0.92,2856,test,6
4017,1.0,2866,test,6
4018,1.0,2874,test,6
4019,1.0,2879,test,6
4020,1.0,2887,test,6
4021,0.9523809523809523,2893,test,6
4022,0.92,2897,test,6
4023,1.0,2903,test,6
4024,1.0,2906,test,6
4025,1.0,2912,test,6
4026,1.0,2917,test,6
4027,0.9047619047619048,2919,test,6
4028,1.0,2923,test,6
4029,1.0,2927,test,6
4030,0.52,2929,test,6
4031,1.0,2932,test,6
4032,1.0,2950,test,6
4033,1.0,2953,test,6
4034,1.0,2960,test,6
4035,1.0,2964,test,6
4036,1.0,2968,test,6
4037,1.0,2974,test,6
4038,1.0,2988,test,6
4039,1.0,2994,test,6
4040,1.0,3003,test,6
4041,0.8571428571428571,3005,test,6
4042,1.0,3009,test,6
4043,1.0,3023,test,6
4044,1.0,3025,test,6
4045,1.0,3030,test,6
4046,1.0,3034,test,6
4047,1.0,3038,test,6
4048,1.0,3042,test,6
4049,1.0,3053,test,6
4050,1.0,3059,test,6
4051,1.0,3064,test,6
4052,1.0,3076,test,6
4053,1.0,3084,test,6
4054,1.0,3088,test,6
4055,1.0,3092,test,6
4056,1.0,3098,test,6
4057,1.0,3099,test,6
4058,1.0,3106,test,6
4059,1.0,3110,test,6
4060,1.0,3115,test,6
4061,0.9047619047619048,3120,test,6
4062,1.0,3125,test,6
4063,1.0,3128,test,6
4064,1.0,3144,test,6
4065,1.0,3151,test,6
4066,1.0,3156,test,6
4067,1.0,3159,test,6
4068,1.0,3164,test,6
4069,0.9565217391304348,3170,test,6
4070,1.0,3179,test,6
4071,0.9565217391304348,3192,test,6
4072,1.0,3193,test,6
4073,1.0,3200,test,6
4074,1.0,3226,test,6
4075,1.0,3229,test,6
4076,1.0,3240,test,6
4077,1.0,3255,test,6
4078,1.0,3267,test,6
4079,1.0,3288,test,6
4080,1.0,3296,test,6
4081,1.0,3301,test,6
4082,1.0,3305,test,6
4083,1.0,3306,test,6
4084,0.9047619047619048,3311,test,6
4085,1.0,3315,test,6
4086,1.0,3316,test,6
4087,0.9583333333333334,3323,test,6
4088,0.9047619047619048,3325,test,6
4089,1.0,3340,test,6
4090,1.0,3347,test,6
4091,1.0,3355,test,6
4092,1.0,3356,test,6
4093,1.0,3360,test,6
4094,1.0,3364,test,6
4095,1.0,3367,test,6
4096,1.0,3386,test,6
4097,1.0,3395,test,6
4098,1.0,3398,test,6
4099,1.0,3399,test,6
4100,1.0,3411,test,6
4101,1.0,3420,test,6
4102,1.0,3430,test,6
4103,1.0,3444,test,6
4104,1.0,3457,test,6
4105,1.0,3462,test,6
4106,0.9473684210526315,3469,test,6
4107,1.0,3486,test,6
4108,1.0,3493,test,6
4109,1.0,3495,test,6
4110,1.0,3499,test,6
4111,1.0,3500,test,6
4112,1.0,3504,test,6
4113,1.0,3505,test,6
4114,0.8333333333333334,3512,test,6
4115,1.0,3516,test,6
4116,0.6,3518,test,6
4117,1.0,3525,test,6
4118,1.0,3529,test,6
4119,1.0,3544,test,6
4120,1.0,3546,test,6
4121,1.0,3556,test,6
4122,1.0,3559,test,6
4123,0.92,3560,test,6
4124,1.0,3567,test,6
4125,0.92,3574,test,6
4126,0.9545454545454546,3577,test,6
4127,1.0,3584,test,6
4128,0.9545454545454546,3592,test,6
4129,0.9545454545454546,3602,test,6
4130,1.0,3606,test,6
4131,0.92,3608,test,6
4132,0.9523809523809523,3616,test,6
4133,1.0,3620,test,6
4134,1.0,3625,test,6
4135,1.0,3634,test,6
4136,1.0,3640,test,6
4137,1.0,3646,test,6
4138,0.92,3648,test,6
4139,1.0,3658,test,6
4140,1.0,3663,test,6
4141,0.9523809523809523,3679,test,6
4142,1.0,3683,test,6
4143,1.0,3691,test,6
4144,1.0,3692,test,6
4145,0.95,3705,test,6
4146,0.5714285714285714,3714,test,6
4147,1.0,3724,test,6
4148,1.0,3733,test,6
4149,1.0,3740,test,6
4150,0.9047619047619048,3753,test,6
4151,1.0,3760,test,6
4152,1.0,3761,test,6
4153,1.0,3782,test,6
4154,1.0,3783,test,6
4155,1.0,3785,test,6
4156,1.0,3789,test,6
4157,1.0,3807,test,6
4158,1.0,3835,test,6
4159,1.0,3838,test,6
4160,1.0,3841,test,6
4161,1.0,3864,test,6
4162,1.0,3878,test,6
4163,1.0,3883,test,6
4164,1.0,3885,test,6
4165,1.0,3893,test,6
4166,1.0,3894,test,6
4167,1.0,3897,test,6
4168,0.9523809523809523,3898,test,6
4169,1.0,3902,test,6
4170,1.0,3904,test,6
4171,1.0,3912,test,6
4172,1.0,3914,test,6
4173,1.0,3915,test,6
4174,0.8,3925,test,6
4175,1.0,3930,test,6
4176,1.0,3931,test,6
4177,1.0,3935,test,6
4178,1.0,3939,test,6
4179,0.9047619047619048,3947,test,6
4180,1.0,3952,test,6
4181,1.0,3955,test,6
4182,1.0,3958,test,6
4183,1.0,3961,test,6
4184,1.0,3967,test,6
4185,1.0,3969,test,6
4186,1.0,3976,test,6
4187,1.0,3989,test,6
4188,1.0,3991,test,6
4189,1.0,4007,test,6
4190,1.0,4011,test,6
4191,0.8947368421052632,4017,test,6
4192,1.0,4027,test,6
4193,1.0,4040,test,6
4194,0.7894736842105263,4042,test,6
4195,1.0,4047,test,6
4196,1.0,4051,test,6
4197,1.0,4062,test,6
4198,0.8235294117647058,4068,test,6
4199,1.0,4071,test,6
4200,1.0,4078,test,6
4201,1.0,4084,test,6
4202,0.8333333333333334,4086,test,6
4203,0.9,4091,test,6
4204,1.0,4092,test,6
4205,1.0,4095,test,6
4206,1.0,4099,test,6
4207,1.0,4101,test,6
4208,1.0,4105,test,6
4209,1.0,4109,test,6
4210,1.0,4115,test,6
4211,1.0,4136,test,6
4212,1.0,4147,test,6
4213,0.95,4151,test,6
4214,1.0,4152,test,6
4215,1.0,4159,test,6
4216,1.0,4162,test,6
4217,1.0,4169,test,6
4218,1.0,4173,test,6
4219,0.84,4176,test,6
4220,1.0,4206,test,6
4221,0.9565217391304348,4210,test,6
4222,1.0,4213,test,6
4223,1.0,4216,test,6
4224,1.0,4222,test,6
4225,1.0,4234,test,6
4226,1.0,4236,test,6
4227,1.0,4241,test,6
4228,1.0,4248,test,6
4229,1.0,4249,test,6
4230,1.0,4264,test,6
4231,1.0,4266,test,6
4232,1.0,4270,test,6
4233,1.0,4279,test,6
4234,1.0,4286,test,6
4235,1.0,4287,test,6
4236,0.9473684210526315,4297,test,6
4237,1.0,4304,test,6
4238,1.0,4309,test,6
4239,1.0,4310,test,6
4240,1.0,4326,test,6
4241,1.0,4327,test,6
4242,1.0,4353,test,6
4243,1.0,4357,test,6
4244,1.0,4360,test,6
4245,1.0,4364,test,6
4246,1.0,4371,test,6
4247,1.0,4379,test,6
4248,0.9565217391304348,4381,test,6
4249,0.9166666666666666,4382,test,6
4250,1.0,4385,test,6
4251,1.0,4389,test,6
4252,1.0,4400,test,6
4253,1.0,4401,test,6
4254,1.0,4404,test,6
4255,1.0,4410,test,6
4256,1.0,4415,test,6
4257,1.0,4423,test,6
4258,1.0,4426,test,6
4259,0.95,4432,test,6
4260,1.0,4433,test,6
4261,1.0,4438,test,6
4262,1.0,4444,test,6
4263,1.0,4452,test,6
4264,1.0,4455,test,6
4265,1.0,4457,test,6
4266,1.0,4461,test,6
4267,1.0,4462,test,6
4268,1.0,4468,test,6
4269,1.0,4471,test,6
4270,1.0,4481,test,6
4271,0.92,4485,test,6
4272,1.0,4494,test,6
4273,1.0,4518,test,6
4274,1.0,4521,test,6
4275,1.0,4532,test,6
4276,0.7894736842105263,4535,test,6
4277,1.0,4537,test,6
4278,1.0,4540,test,6
4279,1.0,4547,test,6
4280,1.0,4560,test,6
4281,1.0,4563,test,6
4282,1.0,4566,test,6
4283,1.0,4567,test,6
4284,1.0,4573,test,6
4285,1.0,4588,test,6
4286,1.0,4596,test,6
4287,0.9375,4597,test,6
4288,1.0,4598,test,6
4289,1.0,4602,test,6
4290,1.0,4617,test,6
4291,1.0,4626,test,6
4292,1.0,4628,test,6
4293,0.9583333333333334,4629,test,6
4294,1.0,4636,test,6
4295,1.0,4643,test,6
4296,0.95,4660,test,6
4297,0.9473684210526315,4661,test,6
4298,1.0,4663,test,6
4299,1.0,4673,test,6
4300,1.0,4686,test,6
4301,0.92,4690,test,6
4302,1.0,4710,test,6
4303,1.0,4714,test,6
4304,1.0,4716,test,6
4305,1.0,4718,test,6
4306,0.68,4720,test,6
4307,0.8695652173913043,4732,test,6
4308,1.0,4733,test,6
4309,1.0,4744,test,6
4310,1.0,4750,test,6
4311,1.0,4759,test,6
4312,0.9565217391304348,4760,test,6
4313,1.0,4776,test,6
4314,1.0,4777,test,6
4315,1.0,4779,test,6
4316,1.0,4781,test,6
4317,1.0,4788,test,6
4318,0.9523809523809523,4793,test,6
4319,1.0,4798,test,6
4320,0.9130434782608695,1,val,7
4321,1.0,2,val,7
4322,1.0,21,val,7
4323,1.0,25,val,7
4324,1.0,37,val,7
4325,1.0,38,val,7
4326,1.0,45,val,7
4327,1.0,50,val,7
4328,0.92,59,val,7
4329,0.9583333333333334,67,val,7
4330,1.0,72,val,7
4331,1.0,77,val,7
4332,1.0,93,val,7
4333,1.0,105,val,7
4334,1.0,108,val,7
4335,1.0,114,val,7
4336,1.0,116,val,7
4337,0.9545454545454546,124,val,7
4338,1.0,133,val,7
4339,1.0,152,val,7
4340,1.0,161,val,7
4341,0.85,176,val,7
4342,1.0,197,val,7
4343,1.0,200,val,7
4344,1.0,204,val,7
4345,1.0,211,val,7
4346,1.0,217,val,7
4347,1.0,225,val,7
4348,1.0,227,val,7
4349,0.92,229,val,7
4350,1.0,231,val,7
4351,1.0,244,val,7
4352,0.92,264,val,7
4353,1.0,270,val,7
4354,1.0,300,val,7
4355,1.0,307,val,7
4356,1.0,316,val,7
4357,0.9523809523809523,338,val,7
4358,1.0,352,val,7
4359,1.0,362,val,7
4360,1.0,369,val,7
4361,1.0,370,val,7
4362,0.95,372,val,7
4363,1.0,385,val,7
4364,1.0,388,val,7
4365,0.84,405,val,7
4366,1.0,416,val,7
4367,1.0,434,val,7
4368,1.0,435,val,7
4369,1.0,437,val,7
4370,1.0,441,val,7
4371,1.0,442,val,7
4372,1.0,443,val,7
4373,1.0,450,val,7
4374,1.0,452,val,7
4375,1.0,457,val,7
4376,1.0,480,val,7
4377,1.0,482,val,7
4378,1.0,490,val,7
4379,1.0,491,val,7
4380,1.0,496,val,7
4381,0.9523809523809523,507,val,7
4382,1.0,508,val,7
4383,1.0,511,val,7
4384,1.0,521,val,7
4385,1.0,533,val,7
4386,1.0,539,val,7
4387,1.0,545,val,7
4388,0.76,548,val,7
4389,0.95,563,val,7
4390,1.0,570,val,7
4391,0.9583333333333334,571,val,7
4392,0.76,572,val,7
4393,1.0,573,val,7
4394,0.9130434782608695,586,val,7
4395,1.0,591,val,7
4396,1.0,599,val,7
4397,1.0,604,val,7
4398,1.0,606,val,7
4399,1.0,608,val,7
4400,0.95,612,val,7
4401,1.0,615,val,7
4402,1.0,619,val,7
4403,1.0,628,val,7
4404,1.0,635,val,7
4405,1.0,639,val,7
4406,1.0,645,val,7
4407,0.76,652,val,7
4408,1.0,660,val,7
4409,1.0,665,val,7
4410,1.0,667,val,7
4411,1.0,680,val,7
4412,0.9411764705882353,682,val,7
4413,1.0,691,val,7
4414,1.0,692,val,7
4415,0.9565217391304348,703,val,7
4416,1.0,708,val,7
4417,1.0,735,val,7
4418,1.0,742,val,7
4419,1.0,747,val,7
4420,0.9545454545454546,749,val,7
4421,1.0,752,val,7
4422,1.0,753,val,7
4423,0.5454545454545454,754,val,7
4424,1.0,764,val,7
4425,1.0,769,val,7
4426,0.8947368421052632,773,val,7
4427,1.0,799,val,7
4428,0.8571428571428571,800,val,7
4429,1.0,808,val,7
4430,1.0,815,val,7
4431,0.8260869565217391,843,val,7
4432,0.9583333333333334,848,val,7
4433,1.0,850,val,7
4434,0.92,857,val,7
4435,1.0,859,val,7
4436,1.0,866,val,7
4437,1.0,870,val,7
4438,1.0,882,val,7
4439,1.0,889,val,7
4440,1.0,892,val,7
4441,1.0,894,val,7
4442,1.0,895,val,7
4443,1.0,901,val,7
4444,1.0,911,val,7
4445,1.0,925,val,7
4446,0.625,926,val,7
4447,1.0,930,val,7
4448,0.8235294117647058,933,val,7
4449,1.0,957,val,7
4450,1.0,972,val,7
4451,1.0,975,val,7
4452,1.0,977,val,7
4453,0.9583333333333334,982,val,7
4454,1.0,984,val,7
4455,1.0,987,val,7
4456,1.0,994,val,7
4457,1.0,999,val,7
4458,1.0,1008,val,7
4459,0.9523809523809523,1009,val,7
4460,0.92,1024,val,7
4461,1.0,1027,val,7
4462,1.0,1028,val,7
4463,1.0,1034,val,7
4464,1.0,1036,val,7
4465,1.0,1043,val,7
4466,0.84,1045,val,7
4467,0.7222222222222222,1048,val,7
4468,1.0,1061,val,7
4469,1.0,1062,val,7
4470,0.7647058823529411,1070,val,7
4471,1.0,1080,val,7
4472,0.9545454545454546,1084,val,7
4473,1.0,1085,val,7
4474,1.0,1098,val,7
4475,0.9473684210526315,1101,val,7
4476,1.0,1126,val,7
4477,1.0,1132,val,7
4478,1.0,1134,val,7
4479,1.0,1153,val,7
4480,1.0,1157,val,7
4481,1.0,1158,val,7
4482,1.0,1159,val,7
4483,1.0,1162,val,7
4484,1.0,1176,val,7
4485,1.0,1178,val,7
4486,1.0,1183,val,7
4487,0.7222222222222222,1184,val,7
4488,1.0,1190,val,7
4489,1.0,1194,val,7
4490,0.8947368421052632,1199,val,7
4491,1.0,1202,val,7
4492,1.0,1213,val,7
4493,1.0,1224,val,7
4494,1.0,1230,val,7
4495,1.0,1234,val,7
4496,0.85,1242,val,7
4497,1.0,1248,val,7
4498,0.8571428571428571,1271,val,7
4499,1.0,1275,val,7
4500,1.0,1283,val,7
4501,1.0,1298,val,7
4502,1.0,1304,val,7
4503,1.0,1314,val,7
4504,1.0,1315,val,7
4505,1.0,1322,val,7
4506,0.9565217391304348,1323,val,7
4507,0.6842105263157895,1329,val,7
4508,1.0,1347,val,7
4509,1.0,1348,val,7
4510,1.0,1354,val,7
4511,1.0,1382,val,7
4512,1.0,1396,val,7
4513,1.0,1402,val,7
4514,0.95,1412,val,7
4515,1.0,1414,val,7
4516,1.0,1419,val,7
4517,1.0,1420,val,7
4518,1.0,1422,val,7
4519,1.0,1426,val,7
4520,1.0,1441,val,7
4521,1.0,1445,val,7
4522,1.0,1446,val,7
4523,0.8181818181818182,1449,val,7
4524,1.0,1450,val,7
4525,0.8181818181818182,1466,val,7
4526,1.0,1468,val,7
4527,1.0,1490,val,7
4528,1.0,1493,val,7
4529,0.9545454545454546,1498,val,7
4530,1.0,1501,val,7
4531,0.8636363636363636,1512,val,7
4532,1.0,1528,val,7
4533,1.0,1535,val,7
4534,1.0,1537,val,7
4535,1.0,1542,val,7
4536,1.0,1545,val,7
4537,1.0,1546,val,7
4538,1.0,1550,val,7
4539,0.76,1554,val,7
4540,1.0,1556,val,7
4541,0.8888888888888888,1558,val,7
4542,1.0,1560,val,7
4543,1.0,1562,val,7
4544,1.0,1574,val,7
4545,0.9130434782608695,1585,val,7
4546,1.0,1587,val,7
4547,1.0,1599,val,7
4548,1.0,1600,val,7
4549,1.0,1612,val,7
4550,1.0,1621,val,7
4551,1.0,1622,val,7
4552,1.0,1626,val,7
4553,1.0,1633,val,7
4554,1.0,1637,val,7
4555,1.0,1640,val,7
4556,1.0,1647,val,7
4557,1.0,1648,val,7
4558,1.0,1651,val,7
4559,0.76,1652,val,7
4560,0.9473684210526315,1661,val,7
4561,1.0,1665,val,7
4562,0.8571428571428571,1670,val,7
4563,0.6,1694,val,7
4564,0.9444444444444444,1697,val,7
4565,1.0,1699,val,7
4566,1.0,1715,val,7
4567,1.0,1722,val,7
4568,1.0,1730,val,7
4569,1.0,1738,val,7
4570,1.0,1743,val,7
4571,0.9,1748,val,7
4572,1.0,1749,val,7
4573,1.0,1757,val,7
4574,1.0,1758,val,7
4575,0.8,1762,val,7
4576,1.0,1764,val,7
4577,0.84,1776,val,7
4578,0.88,1777,val,7
4579,1.0,1778,val,7
4580,1.0,1790,val,7
4581,0.76,1793,val,7
4582,1.0,1803,val,7
4583,1.0,1806,val,7
4584,1.0,1811,val,7
4585,1.0,1819,val,7
4586,1.0,1824,val,7
4587,1.0,1826,val,7
4588,1.0,1837,val,7
4589,1.0,1839,val,7
4590,0.92,1845,val,7
4591,1.0,1847,val,7
4592,1.0,1855,val,7
4593,0.9473684210526315,1857,val,7
4594,1.0,1862,val,7
4595,1.0,1864,val,7
4596,1.0,1871,val,7
4597,1.0,1881,val,7
4598,1.0,1888,val,7
4599,0.1111111111111111,1894,val,7
4600,1.0,1903,val,7
4601,1.0,1919,val,7
4602,1.0,1920,val,7
4603,1.0,1921,val,7
4604,1.0,1939,val,7
4605,1.0,1947,val,7
4606,1.0,1954,val,7
4607,1.0,1956,val,7
4608,1.0,1960,val,7
4609,0.9545454545454546,1963,val,7
4610,1.0,1969,val,7
4611,1.0,1973,val,7
4612,1.0,1985,val,7
4613,1.0,1986,val,7
4614,0.8571428571428571,1989,val,7
4615,1.0,1991,val,7
4616,1.0,1997,val,7
4617,1.0,1999,val,7
4618,1.0,2002,val,7
4619,1.0,2010,val,7
4620,1.0,2012,val,7
4621,0.92,2017,val,7
4622,1.0,2018,val,7
4623,1.0,2019,val,7
4624,1.0,2021,val,7
4625,1.0,2039,val,7
4626,0.95,2052,val,7
4627,1.0,2060,val,7
4628,1.0,2061,val,7
4629,0.8333333333333334,2080,val,7
4630,1.0,2088,val,7
4631,1.0,2089,val,7
4632,0.8695652173913043,2094,val,7
4633,1.0,2106,val,7
4634,0.7142857142857143,2137,val,7
4635,1.0,2142,val,7
4636,1.0,2144,val,7
4637,0.9545454545454546,2163,val,7
4638,0.9473684210526315,2167,val,7
4639,1.0,2173,val,7
4640,1.0,2180,val,7
4641,0.9,2188,val,7
4642,0.8947368421052632,2194,val,7
4643,0.7894736842105263,2201,val,7
4644,0.8888888888888888,2213,val,7
4645,0.9090909090909091,2214,val,7
4646,1.0,2219,val,7
4647,1.0,2223,val,7
4648,1.0,2225,val,7
4649,1.0,2227,val,7
4650,1.0,2234,val,7
4651,1.0,2251,val,7
4652,1.0,2253,val,7
4653,0.7727272727272727,2256,val,7
4654,1.0,2269,val,7
4655,1.0,2282,val,7
4656,0.8260869565217391,2285,val,7
4657,0.631578947368421,2295,val,7
4658,0.9166666666666666,2299,val,7
4659,1.0,2300,val,7
4660,1.0,2301,val,7
4661,1.0,2307,val,7
4662,1.0,2330,val,7
4663,0.75,2331,val,7
4664,1.0,2338,val,7
4665,1.0,2343,val,7
4666,1.0,2357,val,7
4667,0.9565217391304348,2382,val,7
4668,1.0,2400,val,7
4669,1.0,2413,val,7
4670,1.0,2420,val,7
4671,1.0,2435,val,7
4672,0.8947368421052632,2439,val,7
4673,1.0,2440,val,7
4674,1.0,2462,val,7
4675,0.84,2463,val,7
4676,1.0,2473,val,7
