epoch,loss,val_loss,item
23,7.37629883771851,23.2246537764867,SIMPLEN
24,6.17967057575782,28.386542737484,SIMPLEN
25,6.83225476628258,23.4963975912995,SIMPLEN
26,4.92355951319138,26.2421324696806,SIMPLEN
27,5.47751286909694,22.4422575977113,SIMPLEN
28,4.87157023314919,21.2016688240899,SIMPLEN
29,4.73699688492786,20.8309898157914,SIMPLEN
30,4.25278656631708,22.2855538249016,SIMPLEN
31,4.331439292218,23.6436503019598,SIMPLEN
32,4.14469974175805,19.0560728040006,SIMPLEN
33,3.51172671470614,20.4685058156649,SIMPLEN
34,3.67477844364586,20.657907258802,SIMPLEN
35,3.20952683680114,20.0514164639844,SIMPLEN
36,2.71329343982396,19.8751290983624,SIMPLEN
37,3.90993747530239,20.8501629312833,SIMPLEN
38,3.24597046403658,19.3562128769027,SIMPLEN
39,2.56918857463059,22.5098776966333,SIMPLEN
40,3.54403807258322,21.4738434361087,SIMPLEN
41,2.42366308349939,19.8268846425745,SIMPLEN
42,1.83194070822071,18.0055415226354,SIMPLEN
43,3.49267299242672,20.880938863092,SIMPLEN
44,2.17802720465476,18.0484039276838,SIMPLEN
45,1.81071988106484,18.496128676335,SIMPLEN
46,2.15869929527953,23.0931862268183,SIMPLEN
47,2.81909553188653,20.1541089044677,SIMPLEN
48,1.82760170811699,18.6256972504987,SIMPLEN
49,1.60973759185345,19.5765523925424,SIMPLEN
50,2.60266514837387,20.7604312065575,SIMPLEN
51,1.57309007465485,19.6667254717814,SIMPLEN
52,1.37316845653667,18.3276713599761,SIMPLEN
53,2.46796087700696,22.1880602131287,SIMPLEN
54,1.35851140958922,18.9831751068433,SIMPLEN
55,1.07431658956976,19.6321978170011,SIMPLEN
56,1.90693698170639,25.5105193853378,SIMPLEN
57,2.28601911491936,18.9444563665324,SIMPLEN
58,1.08679243967469,18.1736092410982,SIMPLEN
59,1.28627276417932,18.1121160770456,SIMPLEN
60,2.51824728430559,20.3325884315703,SIMPLEN
61,1.09822268619069,17.7853357440896,SIMPLEN
62,0.773861342145219,17.4194898484482,SIMPLEN
63,1.04843230505607,20.5160817835066,SIMPLEN
64,2.73307588639713,22.1031141585774,SIMPLEN
65,1.12301408368207,19.7126102775335,SIMPLEN
66,0.782652418138016,18.2703629200657,SIMPLEN
67,0.895598876325502,17.7556784869896,SIMPLEN
68,1.70561420512164,21.6066315319803,SIMPLEN
69,1.81160473007531,18.5421277896398,SIMPLEN
70,0.737909950848137,17.9098480374449,SIMPLEN
71,0.639789392116169,18.0917044432627,SIMPLEN
72,1.09341370764942,19.4748528761996,SIMPLEN
73,1.99176917115138,21.37240153667,SIMPLEN
74,1.4402296303461,20.7831502270367,SIMPLEN
75,0.705669895940948,18.4149285768055,SIMPLEN
76,0.670350699179939,19.6202947530482,SIMPLEN
77,0.817454866967386,18.2829374500447,SIMPLEN
78,0.830183943600527,27.2190229833126,SIMPLEN
79,1.60882498008155,18.7436698822512,SIMPLEN
80,0.742907196230122,18.4542878259387,SIMPLEN
81,0.786660664617306,18.0484923161566,SIMPLEN
82,0.971582227900979,18.9572033308446,SIMPLEN
83,0.61374617058429,17.903134780046,SIMPLEN
84,0.830773960209141,18.6511483103037,SIMPLEN
85,1.21291001683012,22.3934591141012,SIMPLEN
86,1.17188614083543,19.4209624084334,SIMPLEN
87,0.638122354403493,18.3222149663915,SIMPLEN
88,0.623269267930161,19.0404525679847,SIMPLEN
89,0.879696133165132,20.673139162403,SIMPLEN
90,0.806423253965165,22.0121099954678,SIMPLEN
91,0.897241397751939,18.416339925718,SIMPLEN
92,0.8692531292105,21.620084100465,SIMPLEN
93,0.588220541046134,18.2217547607091,SIMPLEN
94,0.611731015571526,20.5402507066727,SIMPLEN
95,1.29439828951976,19.057010994893,SIMPLEN
96,0.475715069415137,17.8950761799183,SIMPLEN
97,0.483648903295398,18.0992357097566,SIMPLEN
98,0.626748498626763,18.5054976405369,SIMPLEN
99,1.1817637421102,25.6374077955054,SIMPLEN
