,MAX,Set,Image
0,1.2072663307189941,val,1
1,2.3378982543945312,val,2
2,1.387750267982483,val,21
3,2.175004482269287,val,25
4,7.427535057067871,val,37
5,2.233035087585449,val,38
6,0.8063140511512756,val,45
7,18.44878387451172,val,50
8,0.7866813540458679,val,59
9,7.82666015625,val,67
10,0.6193991303443909,val,72
11,1.8276503086090088,val,77
12,3.3687973022460938,val,93
13,2.193128824234009,val,105
14,2.1923983097076416,val,108
15,2.1979737281799316,val,114
16,2.6072304248809814,val,116
17,14.887750625610352,val,124
18,0.3063267171382904,val,133
19,6.464383125305176,val,152
20,0.2292424589395523,val,161
21,1.1147058010101318,val,176
22,0.8517236709594727,val,197
23,1.702747106552124,val,200
24,1.13289213180542,val,204
25,0.36213189363479614,val,211
26,0.6005800366401672,val,217
27,0.4020225405693054,val,225
28,1.2558188438415527,val,227
29,1.480028748512268,val,229
30,3.663991689682007,val,231
31,1.8965474367141724,val,244
32,0.6647151112556458,val,264
33,0.7873484492301941,val,270
34,2.9859111309051514,val,300
35,1.578909993171692,val,307
36,1.114881157875061,val,316
37,0.9733203649520874,val,338
38,0.4765312969684601,val,352
39,0.7224920392036438,val,362
40,1.4086178541183472,val,369
41,0.4132329523563385,val,370
42,17.79059600830078,val,372
43,0.4001483917236328,val,385
44,2.0906145572662354,val,388
45,3.411619186401367,val,405
46,1.1016415357589722,val,416
47,0.6111502051353455,val,434
48,0.43463629484176636,val,435
49,1.1259562969207764,val,437
50,2.600862503051758,val,441
51,1.4159916639328003,val,442
52,0.6007656455039978,val,443
53,0.5646107196807861,val,450
54,1.21916925907135,val,452
55,2.7126259803771973,val,457
56,1.907439112663269,val,480
57,1.0561437606811523,val,482
58,1.7150241136550903,val,490
59,0.9668747186660767,val,491
60,0.5505107045173645,val,496
61,2.2863216400146484,val,507
62,0.5231917500495911,val,508
63,0.6818655133247375,val,511
64,1.3932029008865356,val,521
65,0.8549447655677795,val,533
66,12.014628410339355,val,539
67,1.0599790811538696,val,545
68,5.432120323181152,val,548
69,14.598538398742676,val,563
70,1.1843461990356445,val,570
71,0.4909340441226959,val,571
72,1.084141731262207,val,572
73,1.4255733489990234,val,573
74,0.8367275595664978,val,586
75,0.9084048867225647,val,591
76,0.6666874885559082,val,599
77,3.2821786403656006,val,604
78,1.0680919885635376,val,606
79,5.793235778808594,val,608
80,0.8662053346633911,val,612
