,MAED,Set,Image
0,4.710737228393555,val,1
1,0.7925423383712769,val,2
2,0.6070283055305481,val,21
3,1.4972599744796753,val,25
4,0.5058987140655518,val,37
5,0.4692285656929016,val,38
6,6.340743541717529,val,45
7,3.258774757385254,val,50
8,1.727745771408081,val,59
9,4.1341657638549805,val,67
10,2.9021236896514893,val,72
11,1.0340555906295776,val,77
12,1.274861454963684,val,93
13,2.038520574569702,val,105
14,0.6671185493469238,val,108
15,1.5225845575332642,val,114
16,1.8850361108779907,val,116
17,1.8936729431152344,val,124
18,0.1510818898677826,val,133
19,2.4495131969451904,val,152
20,0.07064789533615112,val,161
21,3.6042559146881104,val,176
22,1.1263223886489868,val,197
23,0.28818994760513306,val,200
24,0.1244896724820137,val,204
25,0.1641971468925476,val,211
26,0.2101590931415558,val,217
27,0.9126259088516235,val,225
28,0.12564541399478912,val,227
29,4.936824798583984,val,229
30,1.4435315132141113,val,231
31,0.6341180801391602,val,244
32,3.7175445556640625,val,264
33,1.179183006286621,val,270
34,3.636739730834961,val,300
35,0.7120652198791504,val,307
36,0.339590847492218,val,316
37,2.0826361179351807,val,338
38,0.6026700735092163,val,352
39,0.11576598137617111,val,362
40,0.46596285700798035,val,369
41,0.34035956859588623,val,370
42,4.122665882110596,val,372
43,0.053230613470077515,val,385
44,0.954764187335968,val,388
45,4.3091607093811035,val,405
46,2.118427038192749,val,416
47,2.085327386856079,val,434
48,0.06861672550439835,val,435
49,5.119907379150391,val,437
50,2.016606330871582,val,441
51,1.3171507120132446,val,442
52,0.6420516967773438,val,443
53,2.681110143661499,val,450
54,0.2417393922805786,val,452
55,0.4194127917289734,val,457
56,0.4161316156387329,val,480
57,3.9530258178710938,val,482
58,1.147741436958313,val,490
59,0.9076966643333435,val,491
60,0.09082124382257462,val,496
61,1.9955694675445557,val,507
62,0.16912664473056793,val,508
63,0.4328424036502838,val,511
64,0.2652827203273773,val,521
65,1.825337529182434,val,533
66,5.831401348114014,val,539
67,0.557661235332489,val,545
68,6.734405517578125,val,548
69,3.105828046798706,val,563
70,0.39189159870147705,val,570
71,2.9701199531555176,val,571
72,4.978712558746338,val,572
73,2.316425085067749,val,573
74,1.9530352354049683,val,586
75,1.9862769842147827,val,591
76,0.15365302562713623,val,599
77,0.539974570274353,val,604
78,0.322246789932251,val,606
79,7.993017673492432,val,608
80,2.7182488441467285,val,612
81,0.6448798179626465,val,615
82,1.120179295539856,val,619
83,0.4368135929107666,val,628
84,0.0866984874010086,val,635
85,0.605928897857666,val,639
86,1.073227882385254,val,645
87,4.393682479858398,val,652
88,0.07690765708684921,val,660
89,0.886249303817749,val,665
90,0.15769647061824799,val,667
91,2.3488011360168457,val,680
92,1.3474266529083252,val,682
93,0.6774348616600037,val,691
94,0.08591300994157791,val,692
95,1.107265591621399,val,703
96,0.9252417087554932,val,708
97,0.4859432876110077,val,735
98,0.12053085118532181,val,742
99,0.3657596707344055,val,747
100,4.938904285430908,val,749
101,0.49970781803131104,val,752
102,0.618144690990448,val,753
103,8.040478706359863,val,754
104,0.858161985874176,val,764
105,0.08904024213552475,val,769
106,3.474851608276367,val,773
107,2.26784086227417,val,799
108,4.216310977935791,val,800
109,0.48107075691223145,val,808
110,1.7458354234695435,val,815
111,6.5894389152526855,val,843
112,3.2093427181243896,val,848
113,0.43159741163253784,val,850
114,4.755699634552002,val,857
115,0.3177476227283478,val,859
116,0.08717707544565201,val,866
117,0.13052161037921906,val,870
118,0.6085463166236877,val,882
119,2.439791440963745,val,889
120,3.0072755813598633,val,892
121,0.20647762715816498,val,894
122,0.40644463896751404,val,895
123,6.05550479888916,val,901
124,0.0455641970038414,val,911
125,0.0703439861536026,val,925
126,8.568255424499512,val,926
127,3.246866226196289,val,930
128,2.8984901905059814,val,933
129,0.1926313191652298,val,957
130,0.2709573805332184,val,972
131,0.4842466711997986,val,975
132,0.6934042572975159,val,977
133,2.0599145889282227,val,982
134,0.36464405059814453,val,984
135,0.16594301164150238,val,987
136,2.6090309619903564,val,994
137,0.0863153338432312,val,999
138,0.1646081805229187,val,1008
139,1.372713327407837,val,1009
140,9.54662036895752,val,1024
141,0.6309531331062317,val,1027
142,0.3251071274280548,val,1028
143,4.546722888946533,val,1034
144,0.19096612930297852,val,1036
145,2.39306640625,val,1043
146,4.324884414672852,val,1045
147,4.875293254852295,val,1048
148,1.388336181640625,val,1061
149,4.344025135040283,val,1062
150,5.797685146331787,val,1070
151,0.15337076783180237,val,1080
152,2.9402763843536377,val,1084
153,0.21283414959907532,val,1085
154,3.320894241333008,val,1098
155,3.227498769760132,val,1101
156,5.593878269195557,val,1126
157,0.8991143107414246,val,1132
158,0.0729181319475174,val,1134
159,0.046188995242118835,val,1153
160,0.0479707345366478,val,1157
161,0.4671378433704376,val,1158
162,4.269959926605225,val,1159
163,1.2415552139282227,val,1162
164,0.14057296514511108,val,1176
165,3.503723382949829,val,1178
166,0.0534244067966938,val,1183
167,4.726624965667725,val,1184
168,1.317392110824585,val,1190
169,2.6021389961242676,val,1194
170,2.6603286266326904,val,1199
171,0.5237262845039368,val,1202
172,0.4076973795890808,val,1213
173,2.553766965866089,val,1224
174,3.6279428005218506,val,1230
175,1.7783910036087036,val,1234
176,3.155846357345581,val,1242
177,1.3418768644332886,val,1248
178,3.5567522048950195,val,1271
179,0.5158655047416687,val,1275
180,0.3782539367675781,val,1283
181,0.049810778349637985,val,1298
182,1.3082530498504639,val,1304
183,0.7369521260261536,val,1314
184,1.330752968788147,val,1315
185,0.12020285427570343,val,1322
186,2.836381196975708,val,1323
187,7.280835151672363,val,1329
188,0.15262313187122345,val,1347
189,0.2829552888870239,val,1348
190,0.23242789506912231,val,1354
191,1.5922671556472778,val,1382
192,3.2276949882507324,val,1396
193,1.9464259147644043,val,1402
194,5.688817977905273,val,1412
195,4.720763683319092,val,1414
196,0.16942337155342102,val,1419
197,3.968198537826538,val,1420
198,0.3201568126678467,val,1422
199,0.9884098768234253,val,1426
200,0.9233793616294861,val,1441
201,2.287689447402954,val,1445
202,0.12025928497314453,val,1446
203,5.907045364379883,val,1449
204,1.3553969860076904,val,1450
205,5.137271881103516,val,1466
206,4.842747211456299,val,1468
207,1.5616706609725952,val,1490
208,0.17894481122493744,val,1493
209,4.321432113647461,val,1498
210,0.43701839447021484,val,1501
211,4.3215651512146,val,1512
212,0.36967000365257263,val,1528
213,4.011109828948975,val,1535
214,2.238480806350708,val,1537
215,0.8330148458480835,val,1542
216,4.902163982391357,val,1545
217,1.0234676599502563,val,1546
218,1.0964263677597046,val,1550
219,6.118433952331543,val,1554
220,3.903000593185425,val,1556
221,3.3624372482299805,val,1558
222,0.09979570657014847,val,1560
223,0.697492778301239,val,1562
224,3.4641103744506836,val,1574
225,3.8000612258911133,val,1585
226,0.6114043593406677,val,1587
227,0.14844930171966553,val,1599
228,1.2501715421676636,val,1600
229,1.9239022731781006,val,1612
230,0.11772413551807404,val,1621
231,0.7536258697509766,val,1622
232,0.7845265865325928,val,1626
233,0.05856771022081375,val,1633
234,3.2890026569366455,val,1637
235,1.8582016229629517,val,1640
236,1.7711824178695679,val,1647
237,0.683673083782196,val,1648
238,2.130324363708496,val,1651
239,7.863309860229492,val,1652
240,1.965734839439392,val,1661
241,1.01777982711792,val,1665
242,4.208028793334961,val,1670
243,7.495533466339111,val,1694
244,3.0548229217529297,val,1697
245,0.4970736801624298,val,1699
246,0.24034477770328522,val,1715
247,0.5105190873146057,val,1722
248,0.148664191365242,val,1730
249,1.6820307970046997,val,1738
250,0.06437894701957703,val,1743
251,1.9691917896270752,val,1748
252,2.3600237369537354,val,1749
253,0.1959032565355301,val,1757
254,0.3213677704334259,val,1758
255,6.189158916473389,val,1762
256,0.13064579665660858,val,1764
257,8.626056671142578,val,1776
258,5.101029396057129,val,1777
259,0.20449981093406677,val,1778
260,2.594010829925537,val,1790
261,6.168783187866211,val,1793
262,0.08989014476537704,val,1803
263,1.1736421585083008,val,1806
264,3.9680099487304688,val,1811
265,0.04853931814432144,val,1819
266,0.26371103525161743,val,1824
267,0.8836719989776611,val,1826
