,Accuracy,Image,Set,Experiment
0,0.6474576271186441,160,val,1
1,0.6587837837837838,161,val,1
2,0.7233333333333334,162,val,1
3,0.7366666666666667,163,val,1
4,0.717607973421927,164,val,1
5,0.7821782178217822,165,val,1
6,0.7417218543046358,166,val,1
7,0.7980132450331126,167,val,1
8,0.7814569536423841,168,val,1
9,0.7516556291390728,169,val,1
10,0.7317880794701986,170,val,1
11,0.7128712871287128,171,val,1
12,0.7029702970297029,172,val,1
13,0.5973597359735974,173,val,1
14,0.5973597359735974,174,val,1
15,0.6006600660066007,175,val,1
16,0.6336633663366337,176,val,1
17,0.7227722772277227,177,val,1
18,0.66996699669967,178,val,1
19,0.6270627062706271,179,val,1
20,0.1254125412541254,180,val,1
21,0.11221122112211221,181,val,1
22,0.11627906976744186,182,val,1
23,0.09271523178807947,183,val,1
24,0.1291390728476821,184,val,1
25,0.1291390728476821,185,val,1
26,0.12171052631578948,186,val,1
27,0.12459016393442623,187,val,1
28,0.1237785016286645,188,val,1
29,0.13029315960912052,189,val,1
30,0.11974110032362459,190,val,1
31,0.12258064516129032,191,val,1
32,0.1064516129032258,192,val,1
33,0.1189710610932476,193,val,1
34,0.1189710610932476,194,val,1
35,0.12861736334405144,195,val,1
36,0.11650485436893204,196,val,1
37,0.10967741935483871,197,val,1
38,0.1064516129032258,198,val,1
39,0.0967741935483871,199,val,1
40,0.23469387755102042,200,test,1
41,0.23129251700680273,201,test,1
42,0.24489795918367346,202,test,1
43,0.23809523809523808,203,test,1
44,0.23129251700680273,204,test,1
45,0.2354948805460751,205,test,1
46,0.24232081911262798,206,test,1
47,0.22866894197952217,207,test,1
48,0.23208191126279865,208,test,1
49,0.24232081911262798,209,test,1
50,0.22866894197952217,210,test,1
51,0.24232081911262798,211,test,1
52,0.2354948805460751,212,test,1
53,0.23890784982935154,213,test,1
54,0.2354948805460751,214,test,1
55,0.23208191126279865,215,test,1
56,0.2354948805460751,216,test,1
57,0.23208191126279865,217,test,1
58,0.24232081911262798,218,test,1
59,0.24573378839590443,219,test,1
60,0.33653846153846156,220,test,1
61,0.3557692307692308,221,test,1
62,0.3076923076923077,222,test,1
63,0.36942675159235666,223,test,1
64,0.35668789808917195,224,test,1
65,0.35668789808917195,225,test,1
66,0.37898089171974525,226,test,1
67,0.3089171974522293,227,test,1
68,0.33121019108280253,228,test,1
69,0.3630573248407643,229,test,1
70,0.35668789808917195,230,test,1
71,0.3057324840764331,231,test,1
72,0.3089171974522293,232,test,1
73,0.3662420382165605,233,test,1
74,0.40445859872611467,234,test,1
75,0.3885350318471338,235,test,1
76,0.3885350318471338,236,test,1
77,0.39490445859872614,237,test,1
78,0.44904458598726116,238,test,1
79,0.43630573248407645,239,test,1
